abbreviation,countryOfBirthCountryId,dateOfBirth,dateOfDeath,firstName,fullName,gender,id,lastName,name,nationalityCountryId,permanentNumber,placeOfBirth,secondNationalityCountryId
RUT,united-states-of-america,1930-03-11,1997-05-19,Troy,Troy Ruttman,MALE,troy-ruttman,Ruttman,Troy Ruttman,united-states-of-america,,Mooreland,
CRO,united-states-of-america,1926-10-23,1955-03-20,Larry,Larry Crockett,MALE,larry-crockett,Crockett,Larry Crockett,united-states-of-america,,Cambridge City,
KUW,japan,1950-09-14,,Masami,Masami Kuwashima,MALE,masami-kuwashima,Kuwashima,Masami Kuwashima,japan,,Kumagaya,
SAN,italy,1911-03-28,1998-07-28,Consalvo,Consalvo Sanesi,MALE,consalvo-sanesi,Sanesi,Consalvo Sanesi,italy,,Terranuova Bracciolini,
BOB,italy,1978-07-02,,Matteo,Matteo Bobbi,MALE,matteo-bobbi,Bobbi,Matteo Bobbi,italy,,Milan,
LAN,brazil,1907-07-14,1989-06-07,Chico,Francisco Sacco Land,MALE,chico-landi,Landi,Chico Landi,brazil,,São Paulo,
BAR,united-states-of-america,1936-11-16,,Skip,John Barber III,MALE,skip-barber,Barber,Skip Barber,united-states-of-america,,Philadelphia,
FAI,united-kingdom,1913-03-15,2002-02-07,Jack,Jack Fairman,MALE,jack-fairman,Fairman,Jack Fairman,united-kingdom,,Horley,
SER,brazil,1957-02-03,,Chico,Francisco Serra,MALE,chico-serra,Serra,Chico Serra,brazil,,São Paulo,
CRA,united-kingdom,1939-11-17,2021-02-20,Chris,Christopher Craft,MALE,chris-craft,Craft,Chris Craft,united-kingdom,,Porthleven,
DAN,germany,1958-04-04,,Christian,Christian Danner,MALE,christian-danner,Danner,Christian Danner,germany,,Munich,
AND,sweden,1939-12-28,,Conny,Conny Andersson,MALE,conny-andersson,Andersson,Conny Andersson,sweden,,Alingsås,
KES,united-states-of-america,1936-03-23,2024-04-04,Bruce,Bruce Kessler,MALE,bruce-kessler,Kessler,Bruce Kessler,united-states-of-america,,Seattle,
HAR,zambia,1939-05-25,2021-11-08,Mike,Mike Harris,MALE,mike-harris,Harris,Mike Harris,south-africa,,Mufulira,
NIL,sweden,1948-11-20,1978-10-20,Gunnar,Gunnar Nilsson,MALE,gunnar-nilsson,Nilsson,Gunnar Nilsson,sweden,,Helsingborg,
DEB,netherlands,1934-04-10,1964-08-02,Carel,Karel Pieter Antoni Jan Hubertus Godin de Beaufort,MALE,carel-godin-de-beaufort,Godin de Beaufort,Carel Godin de Beaufort,netherlands,,Maarsbergen,
RUS,united-kingdom,1998-02-15,,George,George Russell,MALE,george-russell,Russell,George Russell,united-kingdom,63,King's Lynn,
FAB,italy,1955-03-09,,Teo,Teodorico Fabi,MALE,teo-fabi,Fabi,Teo Fabi,italy,,Milan,
PIO,italy,1913-10-27,1971-04-19,Luigi,Luigi Piotti,MALE,luigi-piotti,Piotti,Luigi Piotti,italy,,Milan,
CEV,france,1944-02-25,1973-10-06,François,Albert François Cevert Goldenberg,MALE,francois-cevert,Cevert,François Cevert,france,,Paris,
SCA,united-states-of-america,1914-07-03,1953-05-30,Carl,Carl Scarborough,MALE,carl-scarborough,Scarborough,Carl Scarborough,united-states-of-america,,Benton,
DEC,italy,1959-05-31,2014-10-05,Andrea,Andrea de Cesaris,MALE,andrea-de-cesaris,De Cesaris,Andrea de Cesaris,italy,,Rome,
FUS,japan,1946-03-10,,Hiroshi,Hiroshi Fushida,MALE,hiroshi-fushida,Fushida,Hiroshi Fushida,japan,,Kyoto,
MCC,united-kingdom,1961-03-03,,Perry,Perry McCarthy,MALE,perry-mccarthy,McCarthy,Perry McCarthy,united-kingdom,,Stepney,
BRU,united-kingdom,1959-06-01,,Martin,Martin John Brundle,MALE,martin-brundle,Brundle,Martin Brundle,united-kingdom,,King's Lynn,
ROT,netherlands,1954-10-08,,Huub,Hubertus Rothengatter,MALE,huub-rothengatter,Rothengatter,Huub Rothengatter,netherlands,,Bussum,
JAR,finland,1966-01-31,,JJ,Jyrki Juhani Järvilehto,MALE,jj-lehto,Lehto,JJ Lehto,finland,,Espoo,
MAZ,france,1943-02-24,,François,François Mazet,MALE,francois-mazet,Mazet,François Mazet,france,,Paris,
EME,united-kingdom,1916-11-12,1993-02-03,Paul,Paul Emery,MALE,paul-emery,Emery,Paul Emery,united-kingdom,,Chiswick,
HAK,finland,1968-09-28,,Mika,Mika Pauli Häkkinen,MALE,mika-hakkinen,Häkkinen,Mika Häkkinen,finland,,Vantaa,
SAL,united-kingdom,1922-05-12,2012-06-03,Roy,Roy Francesco Salvadori,MALE,roy-salvadori,Salvadori,Roy Salvadori,united-kingdom,,Dovercourt,
VON,germany,1928-05-04,1961-09-10,Wolfgang,Wolfgang Alexander Albert Eduard Maximilian Reichsgraf Berghe von Trips,MALE,wolfgang-von-trips,Von Trips,Wolfgang von Trips,germany,,Cologne,
LOU,france,1910-01-25,1991-01-07,Henri,Henri Louveau,MALE,henri-louveau,Louveau,Henri Louveau,france,,Suresnes,
BIS,united-states-of-america,1926-11-10,1958-07-06,Art,Art Bisch,MALE,art-bisch,Bisch,Art Bisch,united-states-of-america,,Mesa,
ELF,united-kingdom,1935-06-10,2022-03-13,Vic,Victor Henry Elford,MALE,vic-elford,Elford,Vic Elford,united-kingdom,,London,
DRA,united-states-of-america,1919-12-14,1990-04-18,Bob,Bob Drake,MALE,bob-drake,Drake,Bob Drake,united-states-of-america,,San Francisco,
UNS,united-states-of-america,1934-02-20,2021-05-02,Bobby,Robert William Unser,MALE,bobby-unser,Unser,Bobby Unser,united-states-of-america,,Colorado Springs,
JON,united-states-of-america,1943-04-26,2015-05-29,Tom,Tom Jones,MALE,tom-jones,Jones,Tom Jones,united-states-of-america,,Dallas,
RAT,united-states-of-america,1928-07-16,2011-11-23,Jim,Royal Richard Rathmann,MALE,jim-rathmann,Rathmann,Jim Rathmann,united-states-of-america,,Alhambra,
YAM,japan,1982-07-09,,Sakon,Sakon Yamamoto,MALE,sakon-yamamoto,Yamamoto,Sakon Yamamoto,japan,,Toyohashi,
RED,united-kingdom,1937-03-09,,Brian,Brian Herman Thomas Redman,MALE,brian-redman,Redman,Brian Redman,united-kingdom,,Burnley,
ZAN,italy,1966-10-23,,Alex,Alessandro Zanardi,MALE,alex-zanardi,Zanardi,Alex Zanardi,italy,,Bologna,
LEI,belgium,1975-07-16,,Bas,Bas Leinders,MALE,bas-leinders,Leinders,Bas Leinders,belgium,,Bree,
KLO,germany,1903-05-23,1973-04-15,Ernst,Ernst Klodwig,MALE,ernst-klodwig,Klodwig,Ernst Klodwig,germany,,Aschersleben,
WEN,austria,1968-12-20,,Karl,Karl Wendlinger,MALE,karl-wendlinger,Wendlinger,Karl Wendlinger,austria,,Kufstein,
WIL,egypt,1942-10-26,2014-08-31,Jonathan,Jonathan Williams,MALE,jonathan-williams,Williams,Jonathan Williams,united-kingdom,,Cairo,
MAN,united-states-of-america,1918-09-18,1972-10-25,Johnny,Johnny Mantz,MALE,johnny-mantz,Mantz,Johnny Mantz,united-states-of-america,,Hebron,
SOM,france,1906-08-31,1950-09-10,Raymond,Raymond Sommer,MALE,raymond-sommer,Sommer,Raymond Sommer,france,,Mouzon,
GOD,spain,1921-03-21,1990-11-28,Paco,Francisco Godia Sales,MALE,paco-godia,Godia,Paco Godia,spain,,Barcelona,
STR,canada,1998-10-29,,Lance,Lance Stroll,MALE,lance-stroll,Stroll,Lance Stroll,canada,18,Montreal,
DEN,united-kingdom,1995-06-16,,Jake,Jake Dennis,MALE,jake-dennis,Dennis,Jake Dennis,united-kingdom,,Nuneaton,
BRI,australia,1981-09-24,,Ryan,Ryan Briscoe,MALE,ryan-briscoe,Briscoe,Ryan Briscoe,australia,,Sydney,
PAR,united-kingdom,1931-09-24,1977-08-28,Mike,Michael Johnson Parkes,MALE,mike-parkes,Parkes,Mike Parkes,united-kingdom,,Richmond,
GAS,france,1996-02-07,,Pierre,Pierre Gasly,MALE,pierre-gasly,Gasly,Pierre Gasly,france,10,Rouen,
WOL,united-kingdom,1982-12-06,,Susie,Suzanne Wolff,FEMALE,susie-wolff,Wolff,Susie Wolff,united-kingdom,,Oban,
MAC,united-kingdom,1932-09-13,2016-01-19,Mike,Michael George Hartwell MacDowel,MALE,mike-macdowel,MacDowel,Mike MacDowel,united-kingdom,,Great Yarmouth,
DAM,belgium,1985-12-27,,Jérôme,Jérôme d'Ambrosio,MALE,jerome-dambrosio,D'Ambrosio,Jérôme d'Ambrosio,belgium,,Etterbeek,
DUS,italy,1899-10-13,1975-11-07,Piero,Piero Dusio,MALE,piero-dusio,Dusio,Piero Dusio,italy,,Scurzolengo d'Asti,
RUS,united-states-of-america,1914-04-10,1976-02-13,Paul,Paul Russo,MALE,paul-russo,Russo,Paul Russo,united-states-of-america,,Kenosha,
BEA,united-kingdom,1928-07-26,1955-07-09,Don,Donald Bentley Beauman,MALE,don-beauman,Beauman,Don Beauman,united-kingdom,,Farnborough,
BAD,italy,1971-01-25,,Luca,Luca Badoer,MALE,luca-badoer,Badoer,Luca Badoer,italy,,Montebelluna,
FIT,united-states-of-america,1917-08-04,2012-10-31,John,John Cooper Fitch,MALE,john-fitch,Fitch,John Fitch,united-states-of-america,,Indianapolis,
BIA,italy,1916-07-22,1984-05-08,Gino,Luigi Emilio Rodolfo Bertetti Bianco,MALE,gino-bianco,Bianco,Gino Bianco,brazil,,Milan,
DEP,france,1944-08-09,1980-08-01,Patrick,Patrick André Eugène Joseph Depailler,MALE,patrick-depailler,Depailler,Patrick Depailler,france,,Clermont-Ferrand,
SIR,russia,1995-08-27,,Sergey,Sergey Olegovich Sirotkin,MALE,sergey-sirotkin,Sirotkin,Sergey Sirotkin,russia,35,Moscow,
DLR,spain,1971-02-24,,Pedro,Pedro Martínez de la Rosa,MALE,pedro-de-la-rosa,De la Rosa,Pedro de la Rosa,spain,,Barcelona,
ROO,sweden,1943-10-12,2016-03-31,Bertil,Bertil Roos,MALE,bertil-roos,Roos,Bertil Roos,sweden,,Gothenburg,
ROD,mexico,1942-02-14,1962-11-01,Ricardo,Ricardo Valentín Rodríguez de la Vega,MALE,ricardo-rodriguez,Rodríguez,Ricardo Rodríguez,mexico,,Mexico City,
MAR,italy,1961-04-23,,Pierluigi,Pierluigi Martini,MALE,pierluigi-martini,Martini,Pierluigi Martini,italy,,Lugo,
BRU,germany,1899-10-15,1986-11-05,Adolf,Adolf Brudes von Breslau,MALE,adolf-brudes,Brudes,Adolf Brudes,germany,,Groß Kottulin,
FIT,united-states-of-america,1996-06-25,,Pietro,Pietro Fittipaldi da Cruz,MALE,pietro-fittipaldi,Fittipaldi,Pietro Fittipaldi,brazil,,Miami,
DEA,portugal,1934-01-15,2020-08-17,Mário de Araújo,Mário Veloso de Araújo Cabral,MALE,mario-de-araujo-cabral,Cabral,Mário de Araújo Cabral,portugal,,Cedofeita,
BUC,united-states-of-america,1936-04-05,1992-04-23,Ronnie,Ronnie Bucknum,MALE,ronnie-bucknum,Bucknum,Ronnie Bucknum,united-states-of-america,,Alhambra,
ROL,united-kingdom,1918-10-16,2008-02-06,Tony,Anthony Peter Roylance Rolt,MALE,tony-rolt,Rolt,Tony Rolt,united-kingdom,,Bordon,
LAU,austria,1949-02-22,2019-05-20,Niki,Andreas Nikolaus Lauda,MALE,niki-lauda,Lauda,Niki Lauda,austria,,Vienna,
REU,argentina,1942-04-12,2021-07-07,Carlos,Carlos Alberto Reutemann,MALE,carlos-reutemann,Reutemann,Carlos Reutemann,argentina,,Santa Fe,
PIL,belgium,1942-07-26,,Theodore,Theodore Pilette,MALE,teddy-pilette,Pilette,Teddy Pilette,belgium,,Brussels,
HEI,germany,1977-05-10,,Nick,Nick Lars Heidfeld,MALE,nick-heidfeld,Heidfeld,Nick Heidfeld,germany,,Mönchengladbach,
SAR,united-states-of-america,2000-12-31,,Logan,Logan Hunter Sargeant,MALE,logan-sargeant,Sargeant,Logan Sargeant,united-states-of-america,2,Fort Lauderdale,
WIC,canada,1989-03-13,,Robert,Robert Tyler Wickens,MALE,robert-wickens,Wickens,Robert Wickens,canada,,Toronto,
STU,austria,1947-03-03,2001-08-13,Otto,Otto Stuppacher,MALE,otto-stuppacher,Stuppacher,Otto Stuppacher,austria,,Vienna,
ROL,italy,1908-06-05,1977-06-18,Franco,Franco Rol,MALE,franco-rol,Rol,Franco Rol,italy,,Turin,
FRY,united-kingdom,1915-10-26,1950-07-29,Joe,Joseph Gibson Fry,MALE,joe-fry,Fry,Joe Fry,united-kingdom,,Winterbourne,
BEU,egypt,1940-04-13,1988-12-29,Mike,Michael Simon Brindley Bream Beuttler,MALE,mike-beuttler,Beuttler,Mike Beuttler,united-kingdom,,Cairo,
BRO,canada,1926-05-15,1980-11-04,Peter,Peter Broeker,MALE,peter-broeker,Broeker,Peter Broeker,canada,,Hamilton,
ALB,italy,1956-12-23,2001-04-25,Michele,Michele Alboreto,MALE,michele-alboreto,Alboreto,Michele Alboreto,italy,,Milan,
KUB,poland,1984-12-07,,Robert,Robert Józef Kubica,MALE,robert-kubica,Kubica,Robert Kubica,poland,88,Kraków,
DEG,france,1914-05-18,2007-01-22,Emmanuel,Emmanuel de Graffenried,MALE,emmanuel-de-graffenried,De Graffenried,Emmanuel de Graffenried,switzerland,,Paris,
SUT,united-kingdom,1947-05-09,2015-07-13,Andy,Andy Sutcliffe,MALE,andy-sutcliffe,Sutcliffe,Andy Sutcliffe,united-kingdom,,Mildenhall,
VAN,south-africa,1939-04-19,2023-09-14,Basil,Basil van Rooyen,MALE,basil-van-rooyen,Van Rooyen,Basil van Rooyen,south-africa,,Johannesburg,
BRA,italy,1950-01-18,,Gianfranco,Gianfranco Brancatelli,MALE,gianfranco-brancatelli,Brancatelli,Gianfranco Brancatelli,italy,,Turin,
TEM,united-states-of-america,1919-08-12,1962-08-24,Shorty,Clark Thomas Templeman,MALE,shorty-templeman,Templeman,Shorty Templeman,united-states-of-america,,Pueblo,
GEO,united-states-of-america,1928-07-05,1976-05-31,Elmer,Elmer George,MALE,elmer-george,George,Elmer George,united-states-of-america,,Hockerville,
LOV,united-states-of-america,1926-04-11,2011-05-15,Pete,Gerard Carlton Lovely,MALE,pete-lovely,Lovely,Pete Lovely,united-states-of-america,,Livingston,
NAK,japan,1985-01-11,,Kazuki,Kazuki Nakajima,MALE,kazuki-nakajima,Nakajima,Kazuki Nakajima,japan,,Okazaki,
POS,united-states-of-america,1944-05-26,,Sam,Sam Posey,MALE,sam-posey,Posey,Sam Posey,united-states-of-america,,New York City,
TUN,south-africa,1948-12-01,1999-06-22,Guy,Percival Guy Tunmer,MALE,guy-tunmer,Tunmer,Guy Tunmer,south-africa,,Ficksburg,
GAL,united-kingdom,1944-08-13,,Divina,Divina Mary Galica,FEMALE,divina-galica,Galica,Divina Galica,united-kingdom,,Bushey Heath,
GRE,united-states-of-america,1932-02-29,1985-11-08,Masten,Masten Gregory,MALE,masten-gregory,Gregory,Masten Gregory,united-states-of-america,,Kansas City,
PUR,united-kingdom,1945-01-26,1985-07-02,David,David Charles Purley,MALE,david-purley,Purley,David Purley,united-kingdom,,Bognor Regis,
HIL,united-kingdom,1929-02-15,1975-11-29,Graham,Norman Graham Hill,MALE,graham-hill,Hill,Graham Hill,united-kingdom,,Hampstead,
LAR,france,1940-05-23,,Gérard,Gérard Larrousse,MALE,gerard-larrousse,Larrousse,Gérard Larrousse,france,,Lyon,
TAY,united-kingdom,1934-04-24,2017-04-04,Mike,Mike Taylor,MALE,mike-taylor,Taylor,Mike Taylor,united-kingdom,,London,
POU,france,2003-08-20,,Théo,Théo Jérôme Julien Pourchaire,MALE,theo-pourchaire,Pourchaire,Théo Pourchaire,france,,Grasse,
MOR,united-kingdom,1944-08-07,2018-11-06,Dave,Dave Morgan,MALE,dave-morgan,Morgan,Dave Morgan,united-kingdom,,Cranmore,
AND,united-kingdom,1931-05-19,1967-08-14,Bob,Robert Hugh Fearon Anderson,MALE,bob-anderson,Anderson,Bob Anderson,united-kingdom,,Hendon,
SCH,germany,1902-04-27,1978-03-07,Rudolf,Rudolf Schoeller,MALE,rudolf-schoeller,Schoeller,Rudolf Schoeller,switzerland,,Düren,
CON,united-states-of-america,1906-08-16,2001-03-28,George,George Connor,MALE,george-connor,Connor,George Connor,united-states-of-america,,Rialto,
BRO,united-states-of-america,1910-12-30,1951-07-29,Walt,Walt Brown,MALE,walt-brown,Brown,Walt Brown,united-states-of-america,,Springfield,
STA,united-kingdom,1933-08-29,1960-06-19,Alan,Alan Stacey,MALE,alan-stacey,Stacey,Alan Stacey,united-kingdom,,Broomfield,
BOU,belgium,1957-07-13,,Thierry,Thierry Marc Boutsen,MALE,thierry-boutsen,Boutsen,Thierry Boutsen,belgium,,Brussels,
SCA,italy,1933-10-18,1968-06-08,Ludovico,Ludovico Scarfiotti,MALE,ludovico-scarfiotti,Scarfiotti,Ludovico Scarfiotti,italy,,Turin,
BEL,united-kingdom,1941-10-31,,Derek,Derek Reginald Bell,MALE,derek-bell,Bell,Derek Bell,united-kingdom,,Pinner,
HAR,united-states-of-america,1906-07-06,1981-01-21,Cuth,Thomas Cuthbert Harrison,MALE,cuth-harrison,Harrison,Cuth Harrison,united-kingdom,,Ecclesall,
ERT,austria,1948-08-31,1982-04-07,Harald,Harald Ertl,MALE,harald-ertl,Ertl,Harald Ertl,austria,,Zell am See,
FER,south-africa,1940-03-06,2007-05-19,William,William Ferguson,MALE,william-ferguson,Ferguson,William Ferguson,south-africa,,Johannesburg,
SAI,spain,1994-09-01,,Carlos,Carlos Sainz Vázquez de Castro,MALE,carlos-sainz-jr,Sainz Jr.,Carlos Sainz Jr.,spain,55,Madrid,
ECC,united-kingdom,1930-10-28,,Bernie,Bernard Charles Ecclestone,MALE,bernie-ecclestone,Ecclestone,Bernie Ecclestone,united-kingdom,,St Peter South Elmham,
FLI,netherlands,1919-10-02,1992-12-26,Jan,Johannes Leonardus Flinterman,MALE,jan-flinterman,Flinterman,Jan Flinterman,netherlands,,The Hague,
TIN,united-kingdom,1921-08-24,2008-12-19,Sam,Samuel Tingle,MALE,sam-tingle,Tingle,Sam Tingle,zimbabwe,,Manchester,
NEV,belgium,1949-10-13,2017-03-12,Patrick,Patrick Marie Ghislain Pierre Simon Stanislas Nève de Mévergnies,MALE,patrick-neve,Nève,Patrick Nève,belgium,,Liège,
LUC,france,1917-04-25,2003-09-27,Jean,Jean Lucas,MALE,jean-lucas,Lucas,Jean Lucas,france,,Le Mans,
WIL,united-kingdom,1948-02-02,1973-07-29,Roger,Roger Williamson,MALE,roger-williamson,Williamson,Roger Williamson,united-kingdom,,Ashby-de-la-Zouch,
BIN,austria,1948-06-12,,Hans,Hans Binder,MALE,hans-binder,Binder,Hans Binder,austria,,Zell am Ziller,
GON,venezuela,1986-05-14,,Rodolfo,Rodolfo González,MALE,rodolfo-gonzalez,González,Rodolfo González,venezuela,,Caracas,
WIN,germany,1951-10-06,1985-08-12,Manfred,Manfred Winkelhock,MALE,manfred-winkelhock,Winkelhock,Manfred Winkelhock,germany,,Waiblingen,
NOD,japan,1969-03-07,,Hideki,Hideki Noda,MALE,hideki-noda,Noda,Hideki Noda,japan,,Osaka,
STA,italy,1932-12-03,,Gaetano,Prince Gaetano Starrabba di Giardinelli,MALE,gaetano-starrabba,Starrabba,Gaetano Starrabba,italy,,Palermo,
LAM,portugal,1972-03-20,,Pedro,José Pedro Mourão Lamy Viçoso,MALE,pedro-lamy,Lamy,Pedro Lamy,portugal,,Aldeia Galega da Merceana,
SEN,brazil,1983-10-15,,Bruno,Bruno Senna Lalli,MALE,bruno-senna,Senna,Bruno Senna,brazil,,São Paulo,
SER,italy,1909-07-22,2000-07-05,Dorino,Teodoro Serafini,MALE,dorino-serafini,Serafini,Dorino Serafini,italy,,Pesaro,
ARU,united-kingdom,1933-11-08,2009-06-16,Peter,Peter Arundell,MALE,peter-arundell,Arundell,Peter Arundell,united-kingdom,,Ilford,
BER,monaco,1969-11-23,,Olivier,Olivier Beretta,MALE,olivier-beretta,Beretta,Olivier Beretta,monaco,,Monte Carlo,
DRI,south-africa,1934-05-13,,Paddy,Paddy Driver,MALE,paddy-driver,Driver,Paddy Driver,south-africa,,Johannesburg,
RUB,united-states-of-america,1928-01-12,2009-03-23,Lloyd,Lloyd Ruby,MALE,lloyd-ruby,Ruby,Lloyd Ruby,united-states-of-america,,Wichita Falls,
FOY,united-states-of-america,1935-01-16,,Anthony Joseph,Anthony Joseph Foyt,MALE,anthony-joseph-foyt,Foyt,Anthony Joseph Foyt,united-states-of-america,,Houston,
INO,japan,1963-09-05,,Taki,Takachiho Inoue,MALE,taki-inoue,Inoue,Taki Inoue,japan,,Kobe,
FIT,germany,1923-02-10,1982-03-18,Theo,Theodor Fitzau,MALE,theo-fitzau,Fitzau,Theo Fitzau,germany,,Köthen,
MER,germany,1918-01-10,1995-02-11,Harry,Harry Erich Merkel,MALE,harry-merkel,Merkel,Harry Merkel,germany,,Taucha,
DEC,belgium,1922-02-05,1994-08-05,Alain,Alain Carpentier de Changy,MALE,alain-de-changy,De Changy,Alain de Changy,belgium,,Brussels,
GUB,united-kingdom,1934-04-17,,Brian,Brian Gubby,MALE,brian-gubby,Gubby,Brian Gubby,united-kingdom,,Epsom,
BOU,france,1966-09-24,,Christophe,Christophe Bouchut,MALE,christophe-bouchut,Bouchut,Christophe Bouchut,france,,Voiron,
FIS,germany,1912-04-19,1976-12-30,Rudi,Rudolf Fischer,MALE,rudi-fischer,Fischer,Rudi Fischer,switzerland,,Stuttgart,
MOR,brazil,1959-02-11,,Roberto,Roberto Pupo Moreno,MALE,roberto-moreno,Moreno,Roberto Moreno,brazil,,Rio de Janeiro,
HAR,new-zealand,1989-11-10,,Brendon,Brendon Hartley,MALE,brendon-hartley,Hartley,Brendon Hartley,new-zealand,28,Palmerston North,
LEW,united-kingdom,1936-11-01,,Jackie,Jackie Lewis,MALE,jackie-lewis,Lewis,Jackie Lewis,united-kingdom,,Stroud,
