id,name,firstName,lastName,fullName,abbreviation,permanentNumber,gender,dateOfBirth,dateOfDeath,placeOfBirth,countryOfBirthCountryId,nationalityCountryId,secondNationalityCountryId
brian-shawe-taylor,Brian Shawe-Taylor,Brian,Shawe-Taylor,Brian Newton Shawe-Taylor,SHA,,MALE,1915-01-28,1999-05-01,Dublin,ireland,united-kingdom,
jim-crawford,Jim Crawford,Jim,Crawford,Jim Crawford,CRA,,MALE,1948-02-13,2002-08-06,Dunfermline,united-kingdom,united-kingdom,
roelof-wunderink,Roelof Wunderink,Roelof,Wunderink,Roelof Wunderink,WUN,,MALE,1948-12-12,,Eindhoven,netherlands,netherlands,
peter-gethin,Peter Gethin,Peter,Gethin,Peter Kenneth Gethin,GET,,MALE,1940-02-21,2011-12-05,Ewell,united-kingdom,united-kingdom,
piero-scotti,Piero Scotti,Piero,Scotti,Piero Scotti,SCO,,MALE,1909-11-11,1976-02-14,Florence,italy,italy,
emilio-de-villota,Emilio de Villota,Emilio,De Villota,Emilio de Villota Ruíz,DEV,,MALE,1946-07-26,,Madrid,spain,spain,
jimmy-bryan,Jimmy Bryan,Jimmy,Bryan,James Ernest Bryan,BRY,,MALE,1926-01-28,1960-06-19,Phoenix,united-states-of-america,united-states-of-america,
mike-nazaruk,Mike Nazaruk,Mike,Nazaruk,Mike Nazaruk,NAZ,,MALE,1921-10-02,1955-05-01,Newark,united-states-of-america,united-states-of-america,
andrea-de-adamich,Andrea de Adamich,Andrea,De Adamich,Andrea Lodovico de Adamich,DEA,,MALE,1941-10-03,,Trieste,italy,italy,
herbert-mackay-fraser,Herbert MacKay-Fraser,Herbert,MacKay-Fraser,Herbert MacKay-Fraser,MAC,,MALE,1927-06-23,1957-07-14,Recife,brazil,united-states-of-america,
miguel-angel-guerra,Miguel Ángel Guerra,Miguel Ángel,Guerra,Miguel Ángel Guerra,GUE,,MALE,1953-08-31,,Buenos Aires,argentina,argentina,
max-chilton,Max Chilton,Max,Chilton,Maximilian Alexander Chilton,CHI,,MALE,1991-04-21,,Redhill,united-kingdom,united-kingdom,
vitaly-petrov,Vitaly Petrov,Vitaly,Petrov,Vitaly Aleksandrovich Petrov,PET,,MALE,1984-09-08,,Vyborg,russia,russia,
andre-simon,André Simon,André,Simon,André Simon,SIM,,MALE,1920-01-05,2012-07-11,Paris,france,france,
eddie-johnson,Eddie Johnson,Eddie,Johnson,Eddie Johnson,JOH,,MALE,1919-02-10,1974-06-30,Richmond,united-states-of-america,united-states-of-america,
felipe-drugovich,Felipe Drugovich,Felipe,Drugovich,Felipe Drugovich Roncato,DRU,,MALE,2000-05-23,,Maringá,brazil,brazil,
don-freeland,Don Freeland,Don,Freeland,Don Freeland,FRE,,MALE,1925-03-25,2007-11-02,Los Angeles,united-states-of-america,united-states-of-america,
jo-bonnier,Jo Bonnier,Jo,Bonnier,Joakim Bonnier,BON,,MALE,1930-01-31,1972-06-11,Stockholm,sweden,sweden,
ernesto-prinoth,Ernesto Prinoth,Ernesto,Prinoth,Ernesto Prinoth,PRI,,MALE,1923-04-15,1981-11-26,Urtijëi,italy,italy,
hans-joachim-stuck,Hans-Joachim Stuck,Hans-Joachim,Stuck,Hans-Joachim Stuck,STU,,MALE,1951-01-01,,Garmisch-Partenkirchen,germany,germany,
roy-nissany,Roy Nissany,Roy,Nissany,Roy Nissany,NIS,,MALE,1994-11-30,,Tel Aviv,israel,israel,
stirling-moss,Stirling Moss,Stirling,Moss,Sir Stirling Moss,MOS,,MALE,1929-09-17,2020-04-12,West Kensington,united-kingdom,united-kingdom,
eddie-cheever,Eddie Cheever,Eddie,Cheever,Edward McKay Cheever Jr.,CHE,,MALE,1958-01-10,,Phoenix,united-states-of-america,united-states-of-america,
ayrton-senna,Ayrton Senna,Ayrton,Senna,Ayrton Senna da Silva,SEN,,MALE,1960-03-21,1994-05-01,São Paulo,brazil,brazil,
cliff-griffith,Cliff Griffith,Cliff,Griffith,Cliff Griffith,GRI,,MALE,1916-02-06,1996-01-23,Nineveh,united-states-of-america,united-states-of-america,
leslie-johnson,Leslie Johnson,Leslie,Johnson,Leslie George Johnson,JOH,,MALE,1912-03-22,1959-06-08,Walthamstow,united-kingdom,united-kingdom,
emanuele-naspetti,Emanuele Naspetti,Emanuele,Naspetti,Emanuele Naspetti,NAS,,MALE,1968-02-24,,Ancona,italy,italy,
geoffrey-crossley,Geoffrey Crossley,Geoffrey,Crossley,Geoffrey Crossley,CRO,,MALE,1921-05-11,2002-01-07,Baslow,united-kingdom,united-kingdom,
frank-armi,Frank Armi,Frank,Armi,Frank Armi,ARM,,MALE,1918-10-12,1992-11-28,Portland,united-states-of-america,united-states-of-america,
gunther-seiffert,Günther Seiffert,Günther,Seiffert,Günther Seiffert,SEI,,MALE,1937-10-18,2020-11-11,Oldenburg,germany,germany,
alex-yoong,Alex Yoong,Alex,Yoong,Alexander Charles Yoong Loong,YOO,,MALE,1976-07-20,,Kuala Lumpur,malaysia,malaysia,
richard-robarts,Richard Robarts,Richard,Robarts,Richard Robarts,ROB,,MALE,1944-09-22,,Bicknacre,united-kingdom,united-kingdom,
graham-mcrae,Graham McRae,Graham,McRae,Graham McRae,MCR,,MALE,1940-03-05,2021-08-04,Wellington,new-zealand,new-zealand,
john-barber,John Barber,John,Barber,John David Barber,BAR,,MALE,1929-07-22,2015-02-04,Little Marlow,united-kingdom,united-kingdom,
cristiano-da-matta,Cristiano da Matta,Cristiano,Da Matta,Cristiano Monteiro da Matta,DAM,,MALE,1973-09-19,,Belo Horizonte,brazil,brazil,
edgar-barth,Edgar Barth,Edgar,Barth,Edgar Barth,BAR,,MALE,1917-01-26,1965-05-20,Herold,germany,germany,
giancarlo-baghetti,Giancarlo Baghetti,Giancarlo,Baghetti,Giancarlo Baghetti,BAG,,MALE,1934-12-25,1995-11-27,Milan,italy,italy,
jo-vonlanthen,Jo Vonlanthen,Jo,Vonlanthen,Joseph Vonlanthen,VON,,MALE,1942-05-31,,St. Ursen,switzerland,switzerland,
piercarlo-ghinzani,Piercarlo Ghinzani,Piercarlo,Ghinzani,Piercarlo Ghinzani,GHI,,MALE,1952-01-16,,Riviera d'Adda,italy,italy,
cecil-green,Cecil Green,Cecil,Green,Cecil Green,GRE,,MALE,1919-09-30,1951-07-29,Dallas,united-states-of-america,united-states-of-america,
johnny-claes,Johnny Claes,Johnny,Claes,Octave John Claes,CLA,,MALE,1916-08-11,1956-02-03,Fulham,united-kingdom,belgium,
jerry-unser-jr,Jerry Unser Jr.,Jerry,Unser Jr.,Jeremy Michael Unser Jr.,UNS,,MALE,1932-11-15,1959-05-17,Colorado Springs,united-states-of-america,united-states-of-america,
jimmy-jackson,Jimmy Jackson,Jimmy,Jackson,Jimmy Jackson,JAC,,MALE,1910-07-25,1984-11-25,Indianapolis,united-states-of-america,united-states-of-america,
luki-botha,Luki Botha,Luki,Botha,Lukas Botha,BOT,,MALE,1930-01-16,2006-10-01,Pretoria,south-africa,south-africa,
eric-brandon,Eric Brandon,Eric,Brandon,Eric Brandon,BRA,,MALE,1920-07-18,1982-08-08,East Ham,united-kingdom,united-kingdom,
antonio-giovinazzi,Antonio Giovinazzi,Antonio,Giovinazzi,Antonio Giovinazzi,GIO,99,MALE,1993-12-14,,Martina Franca,italy,italy,
harry-schell,Harry Schell,Harry,Schell,Henry O'Reilly Schell,SCH,,MALE,1921-06-29,1960-05-13,Paris,france,united-states-of-america,
keith-andrews,Keith Andrews,Keith,Andrews,Keith Andrews,AND,,MALE,1920-06-15,1957-05-15,Denver,united-states-of-america,united-states-of-america,
enrico-bertaggia,Enrico Bertaggia,Enrico,Bertaggia,Enrico Bertaggia,BER,,MALE,1964-09-19,,Noale,italy,italy,
eppie-wietzes,Eppie Wietzes,Egbert,Wietzes,Egbert Wietzes,WIE,,MALE,1938-05-28,2020-06-10,Assen,netherlands,canada,
chet-miller,Chet Miller,Chet,Miller,Chet Miller,MIL,,MALE,1902-07-19,1953-05-15,Detroit,united-states-of-america,united-states-of-america,
alfredo-pian,Alfredo Pián,Alfredo,Pián,Alfredo Pián,PIA,,MALE,1912-10-21,1990-07-25,Las Rosas,argentina,argentina,
johnnie-parsons,Johnnie Parsons,Johnnie,Parsons,Johnnie Woodrow Parsons,PAR,,MALE,1918-07-04,1984-09-08,Los Angeles,united-states-of-america,united-states-of-america,
romain-grosjean,Romain Grosjean,Romain,Grosjean,Romain Grosjean,GRO,8,MALE,1986-04-17,,Geneva,switzerland,france,switzerland
alberto-colombo,Alberto Colombo,Alberto,Colombo,Alberto Colombo,COL,,MALE,1946-02-23,2024-01-07,Varedo,italy,italy,
rudolf-krause,Rudolf Krause,Rudolf,Krause,Rudolf Krause,KRA,,MALE,1907-03-30,1987-04-11,Reichenbach im Vogtland,germany,germany,
kunimitsu-takahashi,Kunimitsu Takahashi,Kunimitsu,Takahashi,Kunimitsu Takahashi,TAK,,MALE,1940-01-29,2022-03-16,Tokyo,japan,japan,
joe-kelly,Joe Kelly,Joe,Kelly,Joe Kelly,KEL,,MALE,1913-03-13,1993-11-28,Dublin,ireland,ireland,
zak-osullivan,Zak O'Sullivan,Zak,O'Sullivan,Zak O'Sullivan,OSU,,MALE,2005-02-06,,Cheltenham,united-kingdom,united-kingdom,
larry-perkins,Larry Perkins,Larry,Perkins,Larry Clifton Perkins,PER,,MALE,1950-03-18,,Murrayville,australia,australia,
bjorn-wirdheim,Björn Wirdheim,Björn,Wirdheim,Björn Karl Michael Wirdheim,WIR,,MALE,1980-04-04,,Växjö,sweden,sweden,
vincenzo-sospiri,Vincenzo Sospiri,Vincenzo,Sospiri,Vincenzo Sospiri,SOS,,MALE,1966-10-09,,Forlì,italy,italy,
robert-obrien,Robert O'Brien,Robert,O'Brien,Robert O'Brien,O'B,,MALE,1908-04-11,1987-02-10,Lyndhurst,united-states-of-america,united-states-of-america,
vic-wilson,Vic Wilson,Vic,Wilson,Vic Wilson,WIL,,MALE,1931-04-14,2001-01-14,Drypool,united-kingdom,united-kingdom,
don-branson,Don Branson,Don,Branson,Donald L. Branson,BRA,,MALE,1920-06-02,1966-11-12,Rantoul,united-states-of-america,united-states-of-america,
paul-goldsmith,Paul Goldsmith,Paul,Goldsmith,Paul Goldsmith,GOL,,MALE,1925-10-02,,Parkersburg,united-states-of-america,united-states-of-america,
arthur-owen,Arthur Owen,Arthur,Owen,Arthur Owen,OWE,,MALE,1915-03-23,2002-04-27,London,united-kingdom,united-kingdom,
scott-speed,Scott Speed,Scott,Speed,Scott Andrew Speed,SPE,,MALE,1983-01-24,,Manteca,united-states-of-america,united-states-of-america,
hans-klenk,Hans Klenk,Hans,Klenk,Hans Klenk,KLE,,MALE,1919-10-28,2009-03-24,Künzelsau,germany,germany,
eric-thompson,Eric Thompson,Eric,Thompson,Eric Thompson,THO,,MALE,1919-11-04,2015-08-22,Ditton Hill,united-kingdom,united-kingdom,
tomas-enge,Tomáš Enge,Tomáš,Enge,Tomáš Enge,ENG,,MALE,1976-09-11,,Liberec,ireland,czech-republic,
rodney-nuckey,Rodney Nuckey,Rodney,Nuckey,Rodney Nuckey,NUC,,MALE,1929-06-26,2000-06-29,Wood Green,united-kingdom,united-kingdom,
martin-donnelly,Martin Donnelly,Martin,Donnelly,Hugh Peter Martin Donnelly,DON,,MALE,1964-03-26,,Belfast,united-kingdom,united-kingdom,
ivan-capelli,Ivan Capelli,Ivan,Capelli,Ivan Franco Capelli,CAP,,MALE,1963-05-24,,Milan,italy,italy,
ricardo-londono,Ricardo Londoño,Ricardo,Londoño,Ricardo Londoño-Bridge,LON,,MALE,1949-08-08,2009-07-18,Medellín,colombia,colombia,
emerson-fittipaldi,Emerson Fittipaldi,Emerson,Fittipaldi,Emerson Fittipaldi,FIT,,MALE,1946-12-12,,São Paulo,brazil,brazil,
jacky-ickx,Jacky Ickx,Jacky,Ickx,Jacques Bernard Ickx,ICK,,MALE,1945-01-01,,Brussels,belgium,belgium,
johnny-dumfries,Johnny Dumfries,Johnny,Dumfries,John Colum Crichton-Stuart,DUM,,MALE,1958-04-26,2021-03-22,Rothesay,united-kingdom,united-kingdom,
ingo-hoffmann,Ingo Hoffmann,Ingo,Hoffmann,Ingo Hoffmann,HOF,,MALE,1953-02-28,,São Paulo,brazil,brazil,
ernesto-viso,Ernesto Viso,Ernesto,Viso,Ernesto José Viso Lossada,VIS,,MALE,1985-03-19,,Caracas,venezuela,venezuela,
marcus-ericsson,Marcus Ericsson,Marcus,Ericsson,Marcus Ericsson,ERI,,MALE,1990-09-02,,Kumla,sweden,sweden,
kamui-kobayashi,Kamui Kobayashi,Kamui,Kobayashi,Kamui Kobayashi,KOB,,MALE,1986-09-13,,Amagasaki,japan,japan,
derek-daly,Derek Daly,Derek,Daly,Derek Daly,DAL,,MALE,1953-03-11,,Ballinteer,ireland,ireland,
johnny-thomson,Johnny Thomson,Johnny,Thomson,Johnny Thomson,THO,,MALE,1922-04-09,1960-09-24,Lowell,united-states-of-america,united-states-of-america,
andre-testut,André Testut,André,Testut,André Testut,TES,,MALE,1926-04-13,2005-09-24,Lyon,france,monaco,
jac-nellemann,Jac Nellemann,Jac,Nellemann,Jacob Nellemann,NEL,,MALE,1944-04-19,,Copenhagen,denmark,denmark,
jackie-holmes,Jackie Holmes,Jackie,Holmes,Jackie Holmes,HOL,,MALE,1920-09-04,1995-03-01,Indianapolis,united-states-of-america,united-states-of-america,
masahiro-hasemi,Masahiro Hasemi,Masahiro,Hasemi,Masahiro Hasemi,HAS,,MALE,1945-11-13,,Tokyo,japan,japan,
raul-boesel,Raul Boesel,Raul,Boesel,Raul de Mesquita Boesel,BOE,,MALE,1957-12-04,,Curitiba,brazil,brazil,
mack-hellings,Mack Hellings,Mack,Hellings,Ronald Hellings,HEL,,MALE,1915-09-14,1951-11-11,Fort Dodge,united-states-of-america,united-states-of-america,
franco-forini,Franco Forini,Franco,Forini,Franco Forini,FOR,,MALE,1958-09-22,,Muralto,switzerland,switzerland,
lamberto-leoni,Lamberto Leoni,Lamberto,Leoni,Lamberto Leoni,LEO,,MALE,1953-05-24,,Argenta,italy,italy,
keke-rosberg,Keke Rosberg,Keke,Rosberg,Keijo Erik Rosberg,ROS,,MALE,1948-12-06,,Solna,sweden,finland,
sean-gelael,Sean Gelael,Sean,Gelael,Muhammad Sean Ricardo Gelael,GEL,,MALE,1996-11-01,,Jakarta,indonesia,indonesia,
ian-burgess,Ian Burgess,Ian,Burgess,Ian Burgess,BUR,,MALE,1930-07-06,2012-05-19,London,united-kingdom,united-kingdom,
patricio-oward,Patricio O'Ward,Patricio,O'Ward,Patricio O'Ward Junco,OWA,,MALE,1999-05-06,,Monterrey,mexico,mexico,
eugene-chaboud,Eugène Chaboud,Eugène,Chaboud,Marius Eugène Chaboud,CHA,,MALE,1907-04-12,1983-12-28,Lyon,france,france,
felipe-massa,Felipe Massa,Felipe,Massa,Felipe Massa,MAS,19,MALE,1981-04-25,,São Paulo,brazil,brazil,
jan-magnussen,Jan Magnussen,Jan,Magnussen,Jan Ellegaard Magnussen,MAG,,MALE,1973-07-04,,Roskilde,denmark,denmark,
maria-teresa-de-filippis,Maria Teresa de Filippis,Maria Teresa,De Filippis,Maria Teresa de Filippis,DEF,,FEMALE,1926-11-11,2016-01-08,Naples,italy,italy,
danny-sullivan,Danny Sullivan,Danny,Sullivan,Daniel John Sullivan III,SUL,,MALE,1950-03-09,,Louisville,united-states-of-america,united-states-of-america,
georges-grignard,Georges Grignard,Georges,Grignard,Auguste Georges Paul Grignard,GRI,,MALE,1905-07-25,1977-12-07,Villeneuve-Saint-Georges,france,france,
kazuyoshi-hoshino,Kazuyoshi Hoshino,Kazuyoshi,Hoshino,Kazuyoshi Hoshino,HOS,,MALE,1947-07-01,,Shizuoka,japan,japan,
birabongse-bhanudej,Birabongse Bhanudej,Birabongse,Bhanudej,Prince Birabongse Bhanudej Bhanubandh,BIR,,MALE,1914-07-15,1985-12-23,Grand Palace,thailand,thailand,
peter-collins,Peter Collins,Peter,Collins,Peter John Collins,COL,,MALE,1931-11-06,1958-08-03,Kidderminster,united-kingdom,united-kingdom,
pablo-birger,Pablo Birger,Pablo,Birger,Pablo Birger,BIR,,MALE,1924-01-07,1966-03-09,Buenos Aires,argentina,argentina,
john-campbell-jones,John Campbell-Jones,John,Campbell-Jones,Michael John Churchill Campbell-Jones,CAM,,MALE,1930-01-21,2020-03-24,Leatherhead,united-kingdom,united-kingdom,
clemar-bucci,Clemar Bucci,Clemar,Bucci,Clemar Bucci,BUC,,MALE,1920-09-04,2011-01-12,Zenón Pereyra,argentina,argentina,
paul-hawkins,Paul Hawkins,Paul,Hawkins,Robert Paul Hawkins,HAW,,MALE,1937-10-12,1969-05-26,Richmond,australia,australia,
gerino-gerini,Gerino Gerini,Gerino,Gerini,Gerino Gerini,GER,,MALE,1928-08-10,2013-04-17,Rome,italy,italy,
john-love,John Love,John,Love,John Maxwell Lineham Love,LOV,,MALE,1924-12-07,2005-04-25,Bulawayo,zimbabwe,zimbabwe,
willi-krakau,Willi Krakau,Willi,Krakau,Willi Krakau,KRA,,MALE,1911-12-04,1995-04-26,Felgeleben,germany,germany,
ian-stewart,Ian Stewart,Ian,Stewart,Ian Macpherson M. Stewart,STE,,MALE,1929-07-15,,Edinburgh,united-kingdom,united-kingdom,
bob-evans,Bob Evans,Bob,Evans,Robert Evans,EVA,,MALE,1947-06-11,,Waddington,united-kingdom,united-kingdom,
piero-carini,Piero Carini,Piero,Carini,Piero Carini,CAR,,MALE,1921-03-06,1957-05-30,Genoa,italy,italy,
antonio-creus,Antonio Creus,Antonio,Creus,Antonio Creus Rubín de Celis,CRE,,MALE,1924-10-28,1996-02-19,Madrid,spain,spain,
fabio-leimer,Fabio Leimer,Fabio,Leimer,Fabio Leimer,LEI,,MALE,1989-04-17,,Rothrist,switzerland,switzerland,
lewis-hamilton,Lewis Hamilton,Lewis,Hamilton,Lewis Carl Davidson Hamilton,HAM,44,MALE,1985-01-07,,Stevenage,united-kingdom,united-kingdom,
bill-cantrell,Bill Cantrell,William,Cantrell,William Cantrell,CAN,,MALE,1908-01-31,1996-01-22,West Point,united-states-of-america,united-states-of-america,
andrea-chiesa,Andrea Chiesa,Andrea,Chiesa,Andrea Chiesa,CHI,,MALE,1964-05-06,,Milan,italy,switzerland,
hector-rebaque,Héctor Rebaque,Héctor,Rebaque,Héctor Alonso Rebaque,REB,,MALE,1956-02-05,,Mexico City,mexico,mexico,
lella-lombardi,Lella Lombardi,Lella,Lombardi,Maria Grazia Lombardi,LOM,,FEMALE,1941-03-26,1992-03-03,Frugarolo,italy,italy,
cliff-allison,Cliff Allison,Cliff,Allison,Henry Clifford Allison,ALL,,MALE,1932-02-08,2005-04-07,Brough,united-kingdom,united-kingdom,
walt-ader,Walt Ader,Walt,Ader,Walt Ader,ADE,,MALE,1913-12-15,1982-11-25,Long Valley,united-states-of-america,united-states-of-america,
oswald-karch,Oswald Karch,Oswald,Karch,Oswald Karch,KAR,,MALE,1917-03-06,2009-01-28,Ludwigshafen,germany,germany,
neel-jani,Neel Jani,Neel,Jani,Neel Jani,JAN,,MALE,1983-12-08,,Rorschach,switzerland,switzerland,
nanni-galli,Nanni Galli,Nanni,Galli,Giovanni Giuseppe Gilberto Galli,GAL,,MALE,1940-10-02,2019-10-12,Bologna,italy,italy,
chanoch-nissany,Chanoch Nissany,Chanoch,Nissany,Chanoch Nissany,NIS,,MALE,1963-07-29,,Budapest,hungary,israel,
emanuele-pirro,Emanuele Pirro,Emanuele,Pirro,Emanuele Pirro,PIR,,MALE,1962-01-12,,Rome,italy,italy,
luciano-burti,Luciano Burti,Luciano,Burti,Luciano Pucci Burti,BUR,,MALE,1975-03-05,,São Paulo,brazil,brazil,
yannick-dalmas,Yannick Dalmas,Yannick,Dalmas,Yannick Dalmas,DAL,,MALE,1961-07-28,,Le Beausset,france,france,
adolfo-schwelm-cruz,Adolfo Schwelm Cruz,Adolfo,Schwelm Cruz,Adolfo Julio Carlos Schwelm Cruz,SCH,,MALE,1923-06-28,2012-02-10,Buenos Aires,argentina,argentina,
karun-chandhok,Karun Chandhok,Karun,Chandhok,Karun Chandhok,CHD,,MALE,1984-01-19,,Madras,india,india,
bill-whitehouse,Bill Whitehouse,Bill,Whitehouse,Bill Whitehouse,WHI,,MALE,1909-04-01,1957-07-14,London,united-kingdom,united-kingdom,
pat-flaherty,Pat Flaherty,Pat,Flaherty,"George Francis Flaherty, Jr.",FLA,,MALE,1926-01-06,2002-04-09,Glendale,united-states-of-america,united-states-of-america,
johnny-servoz-gavin,Johnny Servoz-Gavin,Johnny,Servoz-Gavin,Georges-Francis Servoz-Gavin,SER,,MALE,1942-01-18,2006-05-29,Grenoble,france,france,
luigi-fagioli,Luigi Fagioli,Luigi,Fagioli,Luigi Cristiano Fagioli,FAG,,MALE,1898-06-09,1952-06-20,Osimo,italy,italy,
kevin-magnussen,Kevin Magnussen,Kevin,Magnussen,Kevin Jan Magnussen,MAG,20,MALE,1992-10-05,,Roskilde,denmark,denmark,
sergio-perez,Sergio Pérez,Sergio,Pérez,Sergio Pérez Mendoza,PER,11,MALE,1990-01-26,,Guadalajara,mexico,mexico,
gino-munaron,Gino Munaron,Gino,Munaron,Gino Munaron,MUN,,MALE,1928-04-02,2009-11-22,Turin,italy,italy,
carlos-pace,Carlos Pace,Carlos,Pace,José Carlos Pace,PAC,,MALE,1944-10-06,1977-03-18,São Paulo,brazil,brazil,
karl-gunther-bechem,Karl-Günther Bechem,Karl-Günther,Bechem,Karl-Günther Bechem,BEC,,MALE,1921-12-21,2011-05-03,Hagen,germany,germany,
hubert-hahne,Hubert Hahne,Hubert,Hahne,Hubert Hahne,HAH,,MALE,1935-03-28,2019-04-24,Moers,germany,germany,
dennis-poore,Dennis Poore,Dennis,Poore,Roger Dennistoun Poore,POO,,MALE,1916-08-19,1987-02-12,London,united-kingdom,united-kingdom,
willi-heeks,Willi Heeks,Willi,Heeks,Willi Heeks,HEE,,MALE,1922-02-13,1996-08-13,Moorlage,germany,germany,
