abbreviation,countryOfBirthCountryId,dateOfBirth,dateOfDeath,firstName,fullName,gender,id,lastName,name,nationalityCountryId,permanentNumber,placeOfBirth,secondNationalityCountryId
MCG,united-states-of-america,1919-10-08,1955-11-06,Jack,John James McGrath,MALE,jack-mcgrath,McGrath,Jack McGrath,united-states-of-america,,Los Angeles,
JUN,spain,1991-05-07,,Daniel,Daniel Juncadella Pérez-Sala,MALE,daniel-juncadella,Juncadella,Daniel Juncadella,spain,,Barcelona,
SCH,switzerland,1930-01-25,2007-03-26,Heinz,Heinz Schiller,MALE,heinz-schiller,Schiller,Heinz Schiller,switzerland,,Frauenfeld,
DEP,united-kingdom,1928-10-11,1957-05-12,Alfonso,Alfonso Antonio Vicente Eduardo Angel Blas Francisco de Borja Cabeza de Vaca y Leighton,MALE,alfonso-de-portago,De Portago,Alfonso de Portago,spain,,London,
FLO,united-kingdom,1923-06-16,1962-04-12,Ron,Ron Flockhart,MALE,ron-flockhart,Flockhart,Ron Flockhart,united-kingdom,,Edinburgh,
MOR,italy,1968-01-13,,Gianni,Gianni Morbidelli,MALE,gianni-morbidelli,Morbidelli,Gianni Morbidelli,italy,,Pesaro,
WHI,united-kingdom,1914-11-12,1958-09-21,Peter,Peter Nield Whitehead,MALE,peter-whitehead,Whitehead,Peter Whitehead,united-kingdom,,Menston,
GAZ,australia,1920-02-03,2013-07-29,Tony,Frederick Anthony Owen Gaze,MALE,tony-gaze,Gaze,Tony Gaze,australia,,Prahran,
LIG,france,1930-07-12,2015-08-23,Guy,Guy Camille Ligier,MALE,guy-ligier,Ligier,Guy Ligier,france,,Vichy,
JOH,sweden,1956-09-08,,Stefan,Stefan Nils Edwin Johansson,MALE,stefan-johansson,Johansson,Stefan Johansson,sweden,,Växjö,
MER,italy,1943-03-11,,Arturo,Arturo Francesco Merzario,MALE,arturo-merzario,Merzario,Arturo Merzario,italy,,Civenna,
ASH,united-kingdom,1936-07-25,2021-08-25,Gerry,Gerry Ashmore,MALE,gerry-ashmore,Ashmore,Gerry Ashmore,united-kingdom,,West Bromwich,
GRE,united-kingdom,1938-01-05,,Keith,Keith Greene,MALE,keith-greene,Greene,Keith Greene,united-kingdom,,Leytonstone,
ILO,united-kingdom,1998-11-11,,Callum,Callum Ilott,MALE,callum-ilott,Ilott,Callum Ilott,united-kingdom,,Cambridge,
PET,germany,1914-09-16,2001-04-24,Josef,Josef Peters,MALE,josef-peters,Peters,Josef Peters,germany,,Düsseldorf,
BUS,italy,1927-10-04,1999-08-24,Roberto,Roberto Bussinello,MALE,roberto-bussinello,Bussinello,Roberto Bussinello,italy,,Pistoia,
FIR,united-kingdom,1975-05-20,,Ralph,Ralph David Firman Jr.,MALE,ralph-firman,Firman,Ralph Firman,ireland,,Norwich,
SCH,france,1928-05-18,1968-07-07,Jo,Joseph Schlesser,MALE,jo-schlesser,Schlesser,Jo Schlesser,france,,Liouville,
BLO,south-africa,1935-11-30,1995-03-19,Trevor,John Trevor Blokdyk,MALE,trevor-blokdyk,Blokdyk,Trevor Blokdyk,south-africa,,Krugersdorp,
ENG,australia,1929-03-28,2014-06-17,Paul,Paul England,MALE,paul-england,England,Paul England,australia,,Melbourne,
HOM,united-states-of-america,1918-08-31,2001-05-05,Bill,Bill Homeier,MALE,bill-homeier,Homeier,Bill Homeier,united-states-of-america,,Rock Island,
ADA,belgium,1969-11-19,,Philippe,Philippe Adams,MALE,philippe-adams,Adams,Philippe Adams,belgium,,Mouscron,
ZHO,china,1999-05-30,,Guanyu,Guanyu Zhou,MALE,guanyu-zhou,Zhou,Guanyu Zhou,china,24,Shanghai,
LEW,united-kingdom,1930-04-20,1958-10-25,Stuart,Stuart Nigel Lewis-Evans,MALE,stuart-lewis-evans,Lewis-Evans,Stuart Lewis-Evans,united-kingdom,,Luton,
STO,italy,1952-10-10,,Siegfried,Siegfried Stohr,MALE,siegfried-stohr,Stohr,Siegfried Stohr,italy,,Rimini,
LIN,united-states-of-america,1922-04-05,1987-02-10,Andy,Andy Linden,MALE,andy-linden,Linden,Andy Linden,united-states-of-america,,Brownsville,
LAW,new-zealand,2002-02-11,,Liam,Liam Lawson,MALE,liam-lawson,Lawson,Liam Lawson,new-zealand,40,Hastings,
WIL,united-kingdom,1978-07-31,2015-08-24,Justin,Justin Boyd Wilson,MALE,justin-wilson,Wilson,Justin Wilson,united-kingdom,,Rotherham,
VDG,netherlands,1985-04-25,,Giedo,Giedo Gijsbertus Gerrit van der Garde,MALE,giedo-van-der-garde,Van der Garde,Giedo van der Garde,netherlands,,Rhenen,
TOC,italy,1978-12-14,,Enrico,Enrico Toccacelo,MALE,enrico-toccacelo,Toccacelo,Enrico Toccacelo,italy,,Rome,
SOL,spain,1932-10-29,,Alex,Alex Soler-Roig,MALE,alex-soler-roig,Soler-Roig,Alex Soler-Roig,spain,,Barcelona,
PAN,italy,1979-02-04,,Giorgio,Giorgio Pantano,MALE,giorgio-pantano,Pantano,Giorgio Pantano,italy,,Conselve,
CRA,united-states-of-america,1915-10-26,1996-02-01,Ray,Ray Crawford,MALE,ray-crawford,Crawford,Ray Crawford,united-states-of-america,,Roswell,
RIS,united-kingdom,1924-01-17,1993-07-08,John,John Henry Augustin Riseley-Prichard,MALE,john-riseley-prichard,Riseley-Prichard,John Riseley-Prichard,united-kingdom,,Hereford,
CHI,italy,1921-06-04,1960-02-27,Ettore,Ettore Muro Chimeri,MALE,ettore-chimeri,Chimeri,Ettore Chimeri,venezuela,,Lodi,
JAM,united-kingdom,1914-05-10,2002-01-27,John,John James,MALE,john-james,James,John James,united-kingdom,,Packwood,
VAC,italy,1933-03-04,2021-09-23,Nino,Nino Vaccarella,MALE,nino-vaccarella,Vaccarella,Nino Vaccarella,italy,,Palermo,
TEA,united-states-of-america,1921-02-22,1959-02-11,Marshall,Marshall Pleasant Teague,MALE,marshall-teague,Teague,Marshall Teague,united-states-of-america,,Daytona Beach,
SUZ,japan,1955-03-10,,Toshio,Toshio Suzuki,MALE,toshio-suzuki,Suzuki,Toshio Suzuki,japan,,Saitama Prefecture,
VER,netherlands,1972-03-04,,Jos,Johannes Franciscus Verstappen,MALE,jos-verstappen,Verstappen,Jos Verstappen,netherlands,,Montfort,
LUC,france,1923-01-07,1962-08-19,Jean,Lucien Jean Bonnet,MALE,jean-lucienbonnet,Lucienbonnet,Jean Lucienbonnet,france,,Nice,
ALB,netherlands,1979-04-16,,Christijan,Christijan Albers,MALE,christijan-albers,Albers,Christijan Albers,netherlands,,Eindhoven,
LEG,belgium,1898-11-01,1960-02-23,Arthur,Arthur Legat,MALE,arthur-legat,Legat,Arthur Legat,belgium,,Haine-Saint-Paul,
HOL,united-states-of-america,1907-12-18,1984-05-20,Bill,Bill Holland,MALE,bill-holland,Holland,Bill Holland,united-states-of-america,,Philadelphia,
FAU,united-states-of-america,1918-02-16,1956-04-22,Walt,Walt Faulkner,MALE,walt-faulkner,Faulkner,Walt Faulkner,united-states-of-america,,Tell,
MAG,south-africa,1937-02-09,2009-06-02,Tony,Anthony Francis O'Connell Maggs,MALE,tony-maggs,Maggs,Tony Maggs,south-africa,,Pretoria,
BAR,italy,1963-04-02,,Fabrizio,Fabrizio Barbazza,MALE,fabrizio-barbazza,Barbazza,Fabrizio Barbazza,italy,,Monza,
PIQ,germany,1985-07-25,,Nelson,Nelson Ângelo Tamsma Piquet Souto Maior,MALE,nelson-piquet-jr,Piquet Jr.,Nelson Piquet Jr.,brazil,,Heidelberg,
MAL,venezuela,1985-03-09,,Pastor,Pastor Rafael Maldonado Motta,MALE,pastor-maldonado,Maldonado,Pastor Maldonado,venezuela,13,Maracay,
BON,united-states-of-america,1933-04-27,2021-11-12,Bob,Robert Bondurant,MALE,bob-bondurant,Bondurant,Bob Bondurant,united-states-of-america,,Evanston,
BER,belgium,1918-09-14,1967-08-23,Georges,Georges Berger,MALE,georges-berger,Berger,Georges Berger,belgium,,Sint-Jans-Molenbeek,
CHE,united-states-of-america,1927-06-12,1995-11-06,Bill,William Bernard Cheesbourg,MALE,bill-cheesbourg,Cheesbourg,Bill Cheesbourg,united-states-of-america,,Tucson,
KVY,russia,1994-04-26,,Daniil,Daniil Vyacheslavovich Kvyat,MALE,daniil-kvyat,Kvyat,Daniil Kvyat,russia,26,Ufa,
DAV,united-states-of-america,1929-08-08,1966-06-11,Jimmy,James Richard Davies,MALE,jimmy-davies,Davies,Jimmy Davies,united-states-of-america,,Glendale,
BON,argentina,1919-09-30,1992-01-10,Roberto,Roberto Wenceslao Bonomi Oliva,MALE,roberto-bonomi,Bonomi,Roberto Bonomi,argentina,,Buenos Aires,
GAI,france,1952-02-12,,Patrick,Patrick Gaillard,MALE,patrick-gaillard,Gaillard,Patrick Gaillard,france,,Paris,
CHA,united-kingdom,1928-05-19,1982-12-16,Colin,Anthony Colin Bruce Chapman,MALE,colin-chapman,Chapman,Colin Chapman,united-kingdom,,London,
BAU,germany,1912-07-17,1958-06-03,Erwin,Erwin Bauer,MALE,erwin-bauer,Bauer,Erwin Bauer,germany,,Stuttgart,
MAR,united-kingdom,1922-08-14,2021-05-04,Leslie,Leslie Marr,MALE,leslie-marr,Marr,Leslie Marr,united-kingdom,,Durham,
FRA,italy,1947-11-08,,Giorgio,Giorgio Francia,MALE,giorgio-francia,Francia,Giorgio Francia,italy,,Bologna,
SCH,france,1948-09-12,,Jean-Louis,Jean-Louis Schlesser,MALE,jean-louis-schlesser,Schlesser,Jean-Louis Schlesser,france,,Nancy,
GIA,italy,1952-09-10,,Bruno,Bruno Giacomelli,MALE,bruno-giacomelli,Giacomelli,Bruno Giacomelli,italy,,Poncarale,
GUG,brazil,1963-04-20,,Maurício,Maurício Gugelmin,MALE,mauricio-gugelmin,Gugelmin,Maurício Gugelmin,brazil,,Joinville,
FAB,italy,1961-04-12,,Corrado,Corrado Fabi,MALE,corrado-fabi,Fabi,Corrado Fabi,italy,,Milan,
PER,italy,1932-10-21,1998-05-10,Cesare,Cesare Perdisa,MALE,cesare-perdisa,Perdisa,Cesare Perdisa,italy,,Bologna,
ARN,france,1948-07-04,,René,René Alexandre Arnoux,MALE,rene-arnoux,Arnoux,René Arnoux,france,,Pontcharra,
GUT,mexico,1991-08-05,,Esteban,Esteban Manuel Gutiérrez Gutiérrez,MALE,esteban-gutierrez,Gutiérrez,Esteban Gutiérrez,mexico,,Monterrey,
LAV,italy,1958-02-18,,Giovanni,Giovanni Lavaggi,MALE,giovanni-lavaggi,Lavaggi,Giovanni Lavaggi,italy,,Augusta,
DEA,italy,1958-03-26,1986-05-15,Elio,Elio de Angelis,MALE,elio-de-angelis,De Angelis,Elio de Angelis,italy,,Rome,
MIE,argentina,1924-12-03,2012-01-26,Roberto,Roberto Casimiro Mieres,MALE,roberto-mieres,Mieres,Roberto Mieres,argentina,,Mar del Plata,
MAY,germany,1934-08-18,,Michael,Michael May,MALE,michael-may,May,Michael May,switzerland,,Stuttgart,
BRA,italy,1934-01-31,2020-08-03,Ernesto,Ernesto Brambilla,MALE,ernesto-brambilla,Brambilla,Ernesto Brambilla,italy,,Monza,
QIN,china,1987-12-25,,Qing Hua,Qing Hua Ma,MALE,ma-qinghua,Ma,Qing Hua Ma,china,,Shanghai,
SCH,italy,1967-11-17,,Domenico,Domenico Schiattarella,MALE,domenico-schiattarella,Schiattarella,Domenico Schiattarella,italy,,Milan,
COR,germany,1935-07-23,,John,John Cordts,MALE,john-cordts,Cordts,John Cordts,canada,,Hamburg,
VAN,netherlands,1942-03-16,,Gijs,Gijsbert van Lennep,MALE,gijs-van-lennep,Van Lennep,Gijs van Lennep,netherlands,,Aerdenhout,
ABE,united-kingdom,1913-03-21,1991-12-18,George,George Edgar Abecassis,MALE,george-abecassis,Abecassis,George Abecassis,united-kingdom,,Oatlands,
PIR,france,1952-03-26,1987-08-23,Didier,Didier Joseph Louis Pironi,MALE,didier-pironi,Pironi,Didier Pironi,france,,Villecresnes,
CRO,united-kingdom,1920-02-16,2014-01-21,Tony,Anthony Crook,MALE,tony-crook,Crook,Tony Crook,united-kingdom,,Manchester,
SEI,germany,1926-07-04,1987-03-01,Wolfgang,Wolfgang Seidel,MALE,wolfgang-seidel,Seidel,Wolfgang Seidel,germany,,Dresden,
PIQ,brazil,1952-08-17,,Nelson,Nelson Piquet Souto Maior,MALE,nelson-piquet,Piquet,Nelson Piquet,brazil,,Rio de Janeiro,
GAM,united-states-of-america,1932-03-17,2024-03-30,Fred,Fred K. Gamble,MALE,fred-gamble,Gamble,Fred Gamble,united-states-of-america,,Pittsburgh,
AGA,united-states-of-america,1913-08-21,1989-10-13,Fred,Levon Agabashian,MALE,fred-agabashian,Agabashian,Fred Agabashian,united-states-of-america,,Modesto,
BRA,italy,1937-11-11,2001-05-26,Vittorio,Vittorio Brambilla,MALE,vittorio-brambilla,Brambilla,Vittorio Brambilla,italy,,Monza,
PUZ,zimbabwe,1941-07-11,,Clive,Clive Puzey,MALE,clive-puzey,Puzey,Clive Puzey,zimbabwe,,Bulawayo,
ALL,france,1954-07-27,,Philippe,Philippe Alliot,MALE,philippe-alliot,Alliot,Philippe Alliot,france,,Voves,
ZUN,argentina,1949-04-13,,Ricardo,Ricardo Héctor Zunino,MALE,ricardo-zunino,Zunino,Ricardo Zunino,argentina,,San Juan,
SCH,south-africa,1950-01-29,,Jody,Jody David Scheckter,MALE,jody-scheckter,Scheckter,Jody Scheckter,south-africa,,East London,
FAC,italy,1935-06-26,,Carlo,Carlo Giovanni Facetti,MALE,carlo-facetti,Facetti,Carlo Facetti,italy,,Cormano,
WEY,united-states-of-america,1923-04-03,2017-01-24,Chuck,Chuck Weyant,MALE,chuck-weyant,Weyant,Chuck Weyant,united-states-of-america,,St. Mary's,
HOB,united-kingdom,1939-06-09,,David,David Wishart Hobbs,MALE,david-hobbs,Hobbs,David Hobbs,united-kingdom,,Royal Leamington Spa,
LAN,italy,1961-08-04,,Claudio,Claudio Langes,MALE,claudio-langes,Langes,Claudio Langes,italy,,Brescia,
SUR,united-kingdom,1934-02-11,2017-03-10,John,John Surtees,MALE,john-surtees,Surtees,John Surtees,united-kingdom,,Tatsfield,
MUS,italy,1924-07-28,1958-07-06,Luigi,Luigi Musso,MALE,luigi-musso,Musso,Luigi Musso,italy,,Rome,
LAR,argentina,1954-08-19,,Oscar,Oscar Rubén Larrauri,MALE,oscar-larrauri,Larrauri,Oscar Larrauri,argentina,,Rosario,
EDW,united-kingdom,1942-12-30,,Guy,Guy Richard Goronwy Edwards,MALE,guy-edwards,Edwards,Guy Edwards,united-kingdom,,Macclesfield,
BIA,italy,1934-11-10,1969-03-30,Lucien,Luciano Bianchi,MALE,lucien-bianchi,Bianchi,Lucien Bianchi,belgium,,Milan,
AMA,italy,1959-07-20,,Giovanna,Giovanna Amati,FEMALE,giovanna-amati,Amati,Giovanna Amati,italy,,Rome,
REV,united-kingdom,1936-02-24,1972-07-24,Lance,Lawrence Graf von Haugwitz-Hardenberg-Reventlow,MALE,lance-reventlow,Reventlow,Lance Reventlow,united-states-of-america,,London,
BEL,france,1937-04-26,2015-01-05,Jean-Pierre,Jean-Pierre Maurice Georges Beltoise,MALE,jean-pierre-beltoise,Beltoise,Jean-Pierre Beltoise,france,,Paris,
LAG,france,1968-09-01,,Franck,Franck Lagorce,MALE,franck-lagorce,Lagorce,Franck Lagorce,france,,L'Haÿ-les-Roses,
MAZ,argentina,1975-05-08,,Gastón,Gastón Hugo Mazzacane,MALE,gaston-mazzacane,Mazzacane,Gastón Mazzacane,argentina,,La Plata,
SET,philippines,1926-07-10,2014-05-04,Tony,Anthony Frank Settember,MALE,tony-settember,Settember,Tony Settember,united-states-of-america,,Manila,
MCC,united-states-of-america,1921-02-19,2001-02-04,Ernie,Ernie McCoy,MALE,ernie-mccoy,McCoy,Ernie McCoy,united-states-of-america,,Reading,
GOE,belgium,1928-08-04,2003-02-26,Christian,Christian Roger Xavier Marie Joseph Ghislain Goethals,MALE,christian-goethals,Goethals,Christian Goethals,belgium,,Heule,
MOS,united-kingdom,1933-09-04,2010-01-13,Bill,Bill Moss,MALE,bill-moss,Moss,Bill Moss,united-kingdom,,Luton,
FOL,united-states-of-america,1934-01-27,,George,George Follmer,MALE,george-follmer,Follmer,George Follmer,united-states-of-america,,Phoenix,
SCH,australia,1943-03-19,,Vern,Vernon Schuppan,MALE,vern-schuppan,Schuppan,Vern Schuppan,australia,,Booleroo Centre,
IGL,argentina,1922-02-22,2005-07-11,Jesús,Jesús Ricardo Iglesias,MALE,jesus-iglesias,Iglesias,Jesús Iglesias,argentina,,Pergamino,
WAL,united-kingdom,1912-10-07,1984-03-01,Peter,Peter Douglas Conyers Walker,MALE,peter-walker,Walker,Peter Walker,united-kingdom,,Huby,
D'O,brazil,1938-03-25,2020-08-31,Fritz,Frederico José Carlos Themudo d'Orey,MALE,fritz-dorey,D'Orey,Fritz d'Orey,brazil,,São Paulo,
WES,united-kingdom,1938-05-26,2015-12-07,Peter,Peter Westbury,MALE,peter-westbury,Westbury,Peter Westbury,united-kingdom,,Roehampton,
LEV,france,1905-12-22,1955-06-11,Pierre,Pierre Eugène Alfred Bouillin,MALE,pierre-levegh,Levegh,Pierre Levegh,france,,Paris,
HUR,united-states-of-america,1932-12-05,1989-01-06,Jim,James Hurtubise,MALE,jim-hurtubise,Hurtubise,Jim Hurtubise,united-states-of-america,,North Tonawanda,
COU,united-kingdom,1971-03-27,,David,David Marshall Coulthard,MALE,david-coulthard,Coulthard,David Coulthard,united-kingdom,,Twynholm,
HEL,germany,1913-05-13,1978-04-29,Theo,Theodor Helfrich,MALE,theo-helfrich,Helfrich,Theo Helfrich,germany,,Frankfurt am Main,
POZ,france,1909-08-27,2001-02-28,Charles,Charles Pozzi,MALE,charles-pozzi,Pozzi,Charles Pozzi,france,,Paris,
CEC,venezuela,1956-01-25,,Johnny,Alberto Cecotto,MALE,johnny-cecotto,Cecotto,Johnny Cecotto,venezuela,,Caracas,
BEA,united-kingdom,2005-05-08,,Oliver,Oliver James Bearman,MALE,oliver-bearman,Bearman,Oliver Bearman,united-kingdom,,Havering,
LIP,italy,1926-10-17,2011-10-31,Roberto,Roberto Lippi,MALE,roberto-lippi,Lippi,Roberto Lippi,italy,,Rome,
KLA,united-states-of-america,1917-02-10,2009-04-26,Danny,Danny Kladis,MALE,danny-kladis,Kladis,Danny Kladis,united-states-of-america,,Crystal City,
TAK,japan,1974-02-12,,Toranosuke,Toranosuke Takagi,MALE,toranosuke-takagi,Takagi,Toranosuke Takagi,japan,,Shizuoka,
VER,france,1990-04-25,,Jean-Éric,Jean-Éric Vergne,MALE,jean-eric-vergne,Vergne,Jean-Éric Vergne,france,25,Pontoise,
MOT,japan,1971-03-04,,Satoshi,Satoshi Motoyama,MALE,satoshi-motoyama,Motoyama,Satoshi Motoyama,japan,,Tokyo,
COM,france,1963-09-28,,Érik,Érik Comas,MALE,erik-comas,Comas,Érik Comas,france,,Romans-sur-Isère,
DIN,united-states-of-america,1913-04-10,1985-10-12,Duke,J. Carlyle Dinsmore,MALE,duke-dinsmore,Dinsmore,Duke Dinsmore,united-states-of-america,,Williamstown,
BYR,ireland,1958-05-06,,Tommy,Thomas Byrne,MALE,tommy-byrne,Byrne,Tommy Byrne,ireland,,Dundalk,
FOI,switzerland,1965-03-27,,Gregor,Gregor Foitek,MALE,gregor-foitek,Foitek,Gregor Foitek,switzerland,,Zurich,
SUT,united-states-of-america,1925-08-09,2006-12-04,Len,Len Sutton,MALE,len-sutton,Sutton,Len Sutton,united-states-of-america,,Portland,
HUL,germany,1987-08-19,,Nico,Nicolas Hülkenberg,MALE,nico-hulkenberg,Hülkenberg,Nico Hülkenberg,germany,27,Emmerich am Rhein,
WHA,united-kingdom,1916-03-21,1957-01-12,Ken,Ken Wharton,MALE,ken-wharton,Wharton,Ken Wharton,united-kingdom,,Smethwick,
MCL,new-zealand,1937-08-30,1970-06-02,Bruce,Bruce Leslie McLaren,MALE,bruce-mclaren,McLaren,Bruce McLaren,new-zealand,,Auckland,
MAC,united-states-of-america,1927-12-15,1951-07-29,Bill,Bill Mackey,MALE,bill-mackey,Mackey,Bill Mackey,united-states-of-america,,Dayton,
AMI,united-states-of-america,1924-10-24,1959-04-04,George,George R. Amick,MALE,george-amick,Amick,George Amick,united-states-of-america,,Vernonia,
O'C,united-states-of-america,1928-10-09,1958-05-30,Pat,Pat O'Connor,MALE,pat-oconnor,O'Connor,Pat O'Connor,united-states-of-america,,North Vernon,
LES,united-kingdom,1920-12-16,2012-05-13,Les,Alfred Lazarus Fingleston,MALE,les-leston,Leston,Les Leston,united-kingdom,,Bulwell,
PIZ,brazil,1980-09-11,,Antônio,Antônio Reginaldo Pizzonia Júnior,MALE,antonio-pizzonia,Pizzonia,Antônio Pizzonia,brazil,,Manaus,
LOY,france,1907-08-05,1988-03-24,Roger,Roger Loyer,MALE,roger-loyer,Loyer,Roger Loyer,france,,Paris,
BOR,sweden,1946-11-25,2023-02-23,Slim,Karl Edward Tommy Borgudd,MALE,slim-borgudd,Borgudd,Slim Borgudd,sweden,,Borgholm,
STO,germany,1943-07-11,1983-04-24,Rolf,Rolf Johann Stommelen,MALE,rolf-stommelen,Stommelen,Rolf Stommelen,germany,,Siegen,
STR,france,1955-06-26,2022-12-23,Philippe,Philippe Streiff,MALE,philippe-streiff,Streiff,Philippe Streiff,france,,La Tronche,
ATT,united-kingdom,1940-04-04,,Richard,Richard James David Attwood,MALE,richard-attwood,Attwood,Richard Attwood,united-kingdom,,Wolverhampton,
KEN,ireland,1953-01-15,,David,David Kennedy,MALE,david-kennedy,Kennedy,David Kennedy,ireland,,Sligo,
CHR,united-states-of-america,1924-04-04,2009-06-01,Bob,Bob Christie,MALE,bob-christie,Christie,Bob Christie,united-states-of-america,,Grants Pass,
AND,united-states-of-america,1962-10-05,,Michael,Michael Mario Andretti,MALE,michael-andretti,Andretti,Michael Andretti,united-states-of-america,,Bethlehem,
BAN,united-kingdom,1913-06-14,1994-12-18,Henry,Henry Banks,MALE,henry-banks,Banks,Henry Banks,united-states-of-america,,Croydon,
THO,united-kingdom,1916-06-23,1993-07-13,Leslie,Leslie Thorne,MALE,leslie-thorne,Thorne,Leslie Thorne,united-kingdom,,Greenock,
ASH,united-kingdom,1934-10-16,,Peter,Peter Hawthorn Ashdown,MALE,peter-ashdown,Ashdown,Peter Ashdown,united-kingdom,,Danbury,
PAT,italy,1954-04-17,,Riccardo,Riccardo Gabriele Patrese,MALE,riccardo-patrese,Patrese,Riccardo Patrese,italy,,Padua,
HAR,united-states-of-america,1926-01-28,1994-03-13,Gene,Leslie Eugene Hartley,MALE,gene-hartley,Hartley,Gene Hartley,united-states-of-america,,Roanoke,
FON,uruguay,1922-12-26,2006-07-09,Asdrúbal,Asdrúbal Esteban Fontes Bayardo,MALE,asdrubal-fontes-bayardo,Fontes Bayardo,Asdrúbal Fontes Bayardo,uruguay,,Pan de Azúcar,
GOU,france,1963-01-01,,Jean-Marc,Jean-Marc Gounon,MALE,jean-marc-gounon,Gounon,Jean-Marc Gounon,france,,Aubenas,
CAS,italy,1930-10-10,1957-03-14,Eugenio,Eugenio Castellotti,MALE,eugenio-castellotti,Castellotti,Eugenio Castellotti,italy,,Lodi,
PIL,france,1918-10-06,1993-12-27,André,André Pilette,MALE,andre-pilette,Pilette,André Pilette,belgium,,Paris,
HAL,united-kingdom,1931-05-18,2001-12-02,Bruce,Bruce Halford,MALE,bruce-halford,Halford,Bruce Halford,united-kingdom,,Hampton in Arden,
PIC,france,1921-04-26,1996-04-29,François,François Picard,MALE,francois-picard,Picard,François Picard,france,,Villefranche-sur-Saône,
CHA,czech-republic,1987-07-17,,Jan,Jan Charouz,MALE,jan-charouz,Charouz,Jan Charouz,czech-republic,,Prague,
TAY,united-kingdom,1932-12-16,2013-10-24,Henry,Henry Taylor,MALE,henry-taylor,Taylor,Henry Taylor,united-kingdom,,Shefford,
HAR,indonesia,1993-01-22,,Rio,Rio Haryanto,MALE,rio-haryanto,Haryanto,Rio Haryanto,indonesia,,Surakarta,
