abbreviation,countryOfBirthCountryId,dateOfBirth,dateOfDeath,firstName,fullName,gender,id,lastName,name,nationalityCountryId,permanentNumber,placeOfBirth,secondNationalityCountryId
TIT,united-kingdom,1928-05-01,2002-04-13,Desmond,Desmond Titterington,MALE,desmond-titterington,Titterington,Desmond Titterington,united-kingdom,,Cultra,
CAF,italy,1964-03-18,,Alex,Alessandro Caffi,MALE,alex-caffi,Caffi,Alex Caffi,italy,,Rovato,
NID,united-states-of-america,1914-04-29,1988-02-14,Cal,Cal Niday,MALE,cal-niday,Niday,Cal Niday,united-states-of-america,,Turlock,
BRO,united-kingdom,1919-11-20,2004-01-20,Alan,Alan Everest Brown,MALE,alan-brown,Brown,Alan Brown,united-kingdom,,Malton,
STE,united-states-of-america,1919-10-15,1995-08-21,Chuck,Charles Stevenson,MALE,chuck-stevenson,Stevenson,Chuck Stevenson,united-states-of-america,,Sidney,
KES,switzerland,1950-04-01,2010-05-15,Loris,Loris Kessel,MALE,loris-kessel,Kessel,Loris Kessel,switzerland,,Lugano,
BOR,argentina,1934-01-28,1990-11-24,Juan Manuel,Juan Manuel Bordeu,MALE,juan-manuel-bordeu,Bordeu,Juan Manuel Bordeu,argentina,,Balcarce,
BAU,hungary,1981-01-01,,Zsolt,Zsolt Baumgartner,MALE,zsolt-baumgartner,Baumgartner,Zsolt Baumgartner,hungary,,Debrecen,
PAP,italy,1969-10-03,,Max,Massimiliano Papis,MALE,max-papis,Papis,Max Papis,italy,,Como,
COL,argentina,2003-05-27,,Franco,Franco Alejandro Colapinto,MALE,franco-colapinto,Colapinto,Franco Colapinto,argentina,43,Pilar,
PER,spain,1959-05-15,,Luis,Luis Pérez-Sala Valls-Taberner,MALE,luis-perez-sala,Pérez-Sala,Luis Pérez-Sala,spain,,Barcelona,
KLI,austria,1983-02-07,,Christian,Christian Klien,MALE,christian-klien,Klien,Christian Klien,austria,,Hohenems,
GON,argentina,1922-10-05,2013-06-15,José Froilán,José Froilán González,MALE,jose-froilan-gonzalez,González,José Froilán González,argentina,,Arrecifes,
TOL,united-states-of-america,1917-10-22,1986-06-06,Johnnie,Johnnie Tolan,MALE,johnnie-tolan,Tolan,Johnnie Tolan,united-states-of-america,,Victor,
KOV,finland,1981-10-19,,Heikki,Heikki Johannes Kovalainen,MALE,heikki-kovalainen,Kovalainen,Heikki Kovalainen,finland,,Suomussalmi,
BEH,france,1921-02-16,1959-08-01,Jean,Jean Marie Behra,MALE,jean-behra,Behra,Jean Behra,france,,Nice,
STE,united-kingdom,1991-06-28,,Will,William Stevens,MALE,will-stevens,Stevens,Will Stevens,united-kingdom,,Rochford,
DRO,italy,1926-08-08,1973-04-28,Piero,Piero Drogo,MALE,piero-drogo,Drogo,Piero Drogo,italy,,Vignale Monferrato,
BAL,italy,1954-01-31,,Mauro,Mauro Baldi,MALE,mauro-baldi,Baldi,Mauro Baldi,italy,,Reggio Emilia,
VAN,netherlands,1919-08-23,1990-05-24,Dries,Andre van der Lof,MALE,dries-van-der-lof,Van der Lof,Dries van der Lof,netherlands,,Emmen,
RAB,united-kingdom,1921-09-22,1967-11-07,Ian,Ian Ewart Raby,MALE,ian-raby,Raby,Ian Raby,united-kingdom,,Woolwich,
STE,united-kingdom,1931-03-06,2008-01-03,Jimmy,James Robert Stewart,MALE,jimmy-stewart,Stewart,Jimmy Stewart,united-kingdom,,Milton,
NIE,germany,1915-11-29,1985-04-03,Helmut,Helmut Niedermayr,MALE,helmut-niedermayr,Niedermayr,Helmut Niedermayr,germany,,Munich,
FOR,united-states-of-america,1911-03-04,2000-01-17,Carl,Carl Forberg,MALE,carl-forberg,Forberg,Carl Forberg,united-states-of-america,,Omaha,
GON,uruguay,1923-11-10,2006-11-05,Óscar,Óscar Mario González,MALE,oscar-gonzalez,González,Óscar González,uruguay,,Montevideo,
HIL,united-states-of-america,1927-04-20,2008-08-28,Phil,"Philip Toll Hill, Jr.",MALE,phil-hill,Hill,Phil Hill,united-states-of-america,,Miami,
MCA,united-kingdom,1920-09-21,2023-04-08,Kenneth,Kenneth McAlpine,MALE,kenneth-mcalpine,McAlpine,Kenneth McAlpine,united-kingdom,,Cobham,
PES,italy,1942-08-31,,Alessandro,Alessandro Pesenti-Rossi,MALE,alessandro-pesenti-rossi,Pesenti-Rossi,Alessandro Pesenti-Rossi,italy,,Bergamo,
AST,united-kingdom,1900-03-29,1974-03-04,Bill,William Aston,MALE,bill-aston,Aston,Bill Aston,united-kingdom,,Hopton,
ALG,spain,1990-03-23,,Jaime,Jaime Víctor Alguersuari Escudero,MALE,jaime-alguersuari,Alguersuari,Jaime Alguersuari,spain,,Barcelona,
BLE,netherlands,1949-10-02,,Michael,Michael Bleekemolen,MALE,michael-bleekemolen,Bleekemolen,Michael Bleekemolen,netherlands,,Amsterdam,
DIN,brazil,1970-05-22,,Pedro,Pedro Paulo Falleiros dos Santos Diniz,MALE,pedro-diniz,Diniz,Pedro Diniz,brazil,,São Paulo,
ETA,france,1896-12-28,1981-10-13,Philippe,Philippe Étancelin,MALE,philippe-etancelin,Étancelin,Philippe Étancelin,france,,Rouen,
VIP,estonia,2000-08-10,,Jüri,Jüri Vips,MALE,juri-vips,Vips,Jüri Vips,estonia,,Tallinn,
NIE,south-africa,1939-01-07,,Brausch,Ambraüsus Niemann,MALE,brausch-niemann,Niemann,Brausch Niemann,south-africa,,Durban,
BOY,united-states-of-america,1926-08-19,2003-10-26,Johnny,Johnny Boyd,MALE,johnny-boyd,Boyd,Johnny Boyd,united-states-of-america,,Fresno,
CLA,united-kingdom,1936-03-04,1968-04-07,Jim,"James Clark, Jr.",MALE,jim-clark,Clark,Jim Clark,united-kingdom,,Kilmany,
PRY,united-kingdom,1949-06-11,1977-03-05,Tom,Thomas Maldwyn Pryce,MALE,tom-pryce,Pryce,Tom Pryce,united-kingdom,,Ruthin,
GLO,germany,1982-03-18,,Timo,Timo Glock,MALE,timo-glock,Glock,Timo Glock,germany,,Lindenfels,
REE,united-states-of-america,1929-11-17,1958-09-28,Jimmy,Jimmy Reece,MALE,jimmy-reece,Reece,Jimmy Reece,united-states-of-america,,Oklahoma City,
VIL,canada,1971-04-09,,Jacques,Jacques Joseph Charles Villeneuve,MALE,jacques-villeneuve,Villeneuve,Jacques Villeneuve,canada,,Saint-Jean-sur-Richelieu,
CAD,united-states-of-america,1916-06-12,2001-08-28,Phil,Phil Cade,MALE,phil-cade,Cade,Phil Cade,united-states-of-america,,Charles City,
MCN,united-kingdom,1969-12-29,,Allan,Allan McNish,MALE,allan-mcnish,McNish,Allan McNish,united-kingdom,,Dumfries,
MAC,united-kingdom,1919-09-02,2002-08-29,Lance,Lance Noel Macklin,MALE,lance-macklin,Macklin,Lance Macklin,united-kingdom,,Kensington,
TRI,france,1917-10-30,2005-02-13,Maurice,Maurice Bienvenu Jean Paul Trintignant,MALE,maurice-trintignant,Trintignant,Maurice Trintignant,france,,Sainte-Cécile-les-Vignes,
GEN,spain,1974-03-29,,Marc,Marc Gené i Guerrero,MALE,marc-gene,Gené,Marc Gené,spain,,Sabadell,
VER,belgium,1997-09-30,,Max,Max Emilian Verstappen,MALE,max-verstappen,Verstappen,Max Verstappen,netherlands,33,Hasselt,
EAT,canada,1945-11-12,,George,George Ross Eaton,MALE,george-eaton,Eaton,George Eaton,canada,,Toronto,
DAI,united-states-of-america,1923-11-29,2008-04-29,Chuck,Chuck Daigh,MALE,chuck-daigh,Daigh,Chuck Daigh,united-states-of-america,,Long Beach,
FRE,germany,1967-05-18,,Heinz-Harald,Heinz-Harald Frentzen,MALE,heinz-harald-frentzen,Frentzen,Heinz-Harald Frentzen,germany,,Mönchengladbach,
IDE,japan,1975-01-21,,Yuji,Yuji Ide,MALE,yuji-ide,Ide,Yuji Ide,japan,,Saitama,
NAY,united-kingdom,1923-03-24,1989-08-08,Brian,John Brian Naylor,MALE,brian-naylor,Naylor,Brian Naylor,united-kingdom,,Salford,
TAR,italy,1962-03-02,,Gabriele,Gabriele Tarquini,MALE,gabriele-tarquini,Tarquini,Gabriele Tarquini,italy,,Giulianova,
MAS,germany,1946-09-30,,Jochen,Jochen Richard Mass,MALE,jochen-mass,Mass,Jochen Mass,germany,,Dorfen,
DOO,australia,2003-01-20,,Jack,Jack Doohan,MALE,jack-doohan,Doohan,Jack Doohan,australia,,Gold Coast,
TUR,united-states-of-america,1920-02-12,2004-09-12,Jack,Jack Turner,MALE,jack-turner,Turner,Jack Turner,united-states-of-america,,Seattle,
ARN,united-states-of-america,1926-05-30,1997-09-04,Chuck,Chuck Arnold,MALE,chuck-arnold,Arnold,Chuck Arnold,united-states-of-america,,Stamford,
FIS,united-states-of-america,1943-03-13,,Mike,Michael J. Fisher,MALE,mike-fisher,Fisher,Mike Fisher,united-states-of-america,,Hollywood,
FRE,france,1917-01-30,2008-02-23,Paul,Paul Frère,MALE,paul-frere,Frère,Paul Frère,belgium,,Le Havre,
ROL,united-kingdom,1943-05-15,2019-06-02,Alan,Alan Rollinson,MALE,alan-rollinson,Rollinson,Alan Rollinson,united-kingdom,,Walsall,
OCO,france,1996-09-17,,Esteban,Esteban Ocon,MALE,esteban-ocon,Ocon,Esteban Ocon,france,31,Évreux,
LAC,france,1917-02-26,2015-07-01,Robert,Robert La Caze,MALE,robert-la-caze,La Caze,Robert La Caze,morocco,,Paris,
DIG,brazil,1984-08-11,,Lucas,Lucas Tucci di Grassi,MALE,lucas-di-grassi,Di Grassi,Lucas di Grassi,brazil,,São Paulo,
WIS,sweden,1941-09-30,2022-03-20,Reine,Reine Wisell,MALE,reine-wisell,Wisell,Reine Wisell,sweden,,Motala,
MCD,united-states-of-america,1915-01-29,1952-06-08,Johnny,Johnny McDowell,MALE,johnny-mcdowell,McDowell,Johnny McDowell,united-states-of-america,,Delavan,
HEN,united-kingdom,1946-09-19,,Brian,Brian Henton,MALE,brian-henton,Henton,Brian Henton,united-kingdom,,Chaddesden,
AND,croatia,1940-02-28,,Mario,Mario Gabriele Andretti,MALE,mario-andretti,Andretti,Mario Andretti,united-states-of-america,,Montona,
PAN,france,1966-09-02,,Olivier,Olivier Panis,MALE,olivier-panis,Panis,Olivier Panis,france,,Oullins,
JAR,france,1946-07-10,,Jean-Pierre,Jean-Pierre Jacques Jarier,MALE,jean-pierre-jarier,Jarier,Jean-Pierre Jarier,france,,Charenton-le-Pont,
RAI,finland,1979-10-17,,Kimi,Kimi-Matias Räikkönen,MALE,kimi-raikkonen,Räikkönen,Kimi Räikkönen,finland,7,Espoo,
BRU,italy,1981-05-30,,Gianmaria,Gianmaria Bruni,MALE,gianmaria-bruni,Bruni,Gianmaria Bruni,italy,,Rome,
BEL,denmark,1942-08-27,2020-01-12,Tom,Tom Belsø,MALE,tom-belso,Belsø,Tom Belsø,denmark,,Gladsaxe,
HOY,united-states-of-america,1929-01-29,1955-07-10,Jerry,Gerald F. Hoyt,MALE,jerry-hoyt,Hoyt,Jerry Hoyt,united-states-of-america,,Chicago,
LIU,italy,1980-08-06,,Vitantonio,Vitantonio Liuzzi,MALE,vitantonio-liuzzi,Liuzzi,Vitantonio Liuzzi,italy,,Locorotondo,
ZON,brazil,1976-03-23,,Ricardo,Ricardo Luiz Zonta,MALE,ricardo-zonta,Zonta,Ricardo Zonta,brazil,,Curitiba,
FON,argentina,1975-01-20,,Norberto,Norberto Edgardo Fontana,MALE,norberto-fontana,Fontana,Norberto Fontana,argentina,,Arrecifes,
HER,united-kingdom,1964-06-25,,Johnny,John Paul Herbert,MALE,johnny-herbert,Herbert,Johnny Herbert,united-kingdom,,Brentwood,
HER,germany,1928-02-23,,Hans,Hans Herrmann,MALE,hans-herrmann,Herrmann,Hans Herrmann,germany,,Stuttgart,
DIR,united-kingdom,1986-04-16,,Paul,Paul di Resta,MALE,paul-di-resta,Di Resta,Paul di Resta,united-kingdom,,Uphall,
RUS,united-states-of-america,1923-11-19,2012-10-14,Eddie,Eddie Russo,MALE,eddie-russo,Russo,Eddie Russo,united-states-of-america,,Chicago,
BIA,france,1989-08-03,2015-07-17,Jules,Jules Lucien André Bianchi,MALE,jules-bianchi,Bianchi,Jules Bianchi,france,17,Nice,
CAM,spain,1960-06-17,2021-01-27,Adrián,Adrián Campos Suñer,MALE,adrian-campos,Campos,Adrián Campos,spain,,Alzira,
CRE,argentina,1920-01-16,1991-08-14,Alberto,Alberto Augusto Crespo,MALE,alberto-crespo,Crespo,Alberto Crespo,argentina,,Buenos Aires,
CHA,portugal,1965-02-27,,Pedro,Pedro António Matos Chaves,MALE,pedro-chaves,Chaves,Pedro Chaves,portugal,,Porto,
WAL,australia,1941-06-10,2024-05-24,David,David Walker,MALE,david-walker,Walker,David Walker,australia,,Sydney,
HAM,ireland,1920-04-30,1994-05-13,Duncan,James Duncan Hamilton,MALE,duncan-hamilton,Hamilton,Duncan Hamilton,united-kingdom,,Cork,
MUR,united-kingdom,1909-12-28,1973-04-05,David,David Murray,MALE,david-murray,Murray,David Murray,united-kingdom,,Edinburgh,
ROS,germany,1985-06-27,,Nico,Nico Erik Rosberg,MALE,nico-rosberg,Rosberg,Nico Rosberg,germany,,Wiesbaden,
PRO,hong-kong,1937-10-09,1981-03-29,David,David Prophet,MALE,david-prophet,Prophet,David Prophet,united-kingdom,,Hong Kong,
VAN,belgium,1992-03-26,,Stoffel,Stoffel Vandoorne,MALE,stoffel-vandoorne,Vandoorne,Stoffel Vandoorne,belgium,,Kortrijk,
MEN,argentina,1914-08-10,1973-04-27,Carlos,Carlos Alberto Menditéguy,MALE,carlos-menditeguy,Menditéguy,Carlos Menditéguy,argentina,,Buenos Aires,
ACH,united-kingdom,1957-11-27,,Kenny,Kenneth Henry Acheson,MALE,kenny-acheson,Acheson,Kenny Acheson,united-kingdom,,Cookstown,
POL,france,1922-07-02,1997-08-16,Jacques,Jacques Pollet,MALE,jacques-pollet,Pollet,Jacques Pollet,france,,Roubaix,
CAR,united-states-of-america,1913-05-05,1993-05-07,Duane,Duane Carter,MALE,duane-carter,Carter,Duane Carter,united-states-of-america,,Fresno,
DAV,united-kingdom,1933-07-29,2012-12-19,Colin,Colin Charles Houghton Davis,MALE,colin-davis,Davis,Colin Davis,united-kingdom,,Marylebone,
PRO,france,1955-02-24,,Alain,Alain Marie Pascal Prost,MALE,alain-prost,Prost,Alain Prost,france,,Lorette,
KOZ,finland,1948-05-17,,Mikko,Michael Kozarowitzky,MALE,mikko-kozarowitzky,Kozarowitzky,Mikko Kozarowitzky,finland,,Helsinki,
FON,canada,1990-03-02,,Adderly,Adderly Fong Cheun-yue,MALE,adderly-fong,Fong,Adderly Fong,hong-kong,,Vancouver,
GIU,italy,1941-08-30,1971-01-10,Ignazio,Ignazio Giunti,MALE,ignazio-giunti,Giunti,Ignazio Giunti,italy,,Rome,
HEY,germany,1943-03-16,,Hans,Hans Heyer,MALE,hans-heyer,Heyer,Hans Heyer,germany,,Mönchengladbach,
RUS,italy,1937-10-23,1967-06-18,Giacomo,Giacomo Russo,MALE,giacomo-russo,Russo,Giacomo Russo,italy,,Milan,
REE,united-kingdom,1938-01-12,,Alan,Alan Rees,MALE,alan-rees,Rees,Alan Rees,united-kingdom,,Langstone,
MAR,united-kingdom,1931-07-20,2009-05-07,Tony,Anthony Ernest Marsh,MALE,tony-marsh,Marsh,Tony Marsh,united-kingdom,,Stourbridge,
GRI,united-states-of-america,1924-09-04,1995-06-14,Bobby,Robert Grim,MALE,bobby-grim,Grim,Bobby Grim,united-states-of-america,,Coal City,
HAD,france,2004-09-28,,Isack,Isack Alexandre Hadjar,MALE,isack-hadjar,Hadjar,Isack Hadjar,france,,Paris,
IRE,united-kingdom,1930-06-12,1993-10-22,Innes,Robert McGregor Innes Ireland,MALE,innes-ireland,Ireland,Innes Ireland,united-kingdom,,Mytholmroyd,
PEA,united-kingdom,1921-10-15,2014-05-04,Al,Al Pease,MALE,al-pease,Pease,Al Pease,canada,,Darlington,
GUR,united-states-of-america,1931-04-13,2018-01-14,Dan,Daniel Sexton Gurney,MALE,dan-gurney,Gurney,Dan Gurney,united-states-of-america,,Port Jefferson,
BEL,germany,1957-11-20,1985-09-01,Stefan,Stefan Bellof,MALE,stefan-bellof,Bellof,Stefan Bellof,germany,,Gießen,
FAU,malaysia,1982-10-24,,Fairuz,Mohamed Fairuz Fauzy,MALE,fairuz-fauzy,Fauzy,Fairuz Fauzy,malaysia,,Kuala Lumpur,
LEV,united-states-of-america,1914-02-14,2002-03-13,Bayliss,Bayliss Levrett,MALE,bayliss-levrett,Levrett,Bayliss Levrett,united-states-of-america,,Jacksonville,
LAR,united-states-of-america,1923-01-21,1966-06-11,Jud,Eugene Wesley Larson,MALE,jud-larson,Larson,Jud Larson,united-states-of-america,,Grand Prairie,
PON,netherlands,1936-12-09,2019-09-30,Ben,Bernardus Marinus Pon,MALE,ben-pon,Pon,Ben Pon,netherlands,,Leiden,
LAW,united-kingdom,1933-07-27,2011-08-13,Chris,Christopher J. Lawrence,MALE,chris-lawrence,Lawrence,Chris Lawrence,united-kingdom,,Ealing,
WAR,united-kingdom,1954-08-27,,Derek,Derek Stanley Arthur Warwick,MALE,derek-warwick,Warwick,Derek Warwick,united-kingdom,,New Alresford,
LOO,germany,1907-07-04,1956-03-03,Ernst,Ernst Loof,MALE,ernst-loof,Loof,Ernst Loof,germany,,Neindorf,
RHO,united-kingdom,1927-08-18,,John,John Rhodes,MALE,john-rhodes,Rhodes,John Rhodes,united-kingdom,,Wolverhampton,
MAR,austria,1943-04-27,,Helmut,Helmut Marko,MALE,helmut-marko,Marko,Helmut Marko,austria,,Graz,
RIG,united-states-of-america,1923-06-06,1952-08-31,Jim,Jim Rigsby,MALE,jim-rigsby,Rigsby,Jim Rigsby,united-states-of-america,,Spadra,
WHI,united-kingdom,1928-11-01,1995-10-18,Ted,Edward N. Whiteaway,MALE,ted-whiteaway,Whiteaway,Ted Whiteaway,united-kingdom,,Feltham,
LAR,italy,1964-03-19,,Nicola,Nicola Larini,MALE,nicola-larini,Larini,Nicola Larini,italy,,Lido di Camaiore,
SCH,south-africa,1947-08-22,,Ian,Ian Scheckter,MALE,ian-scheckter,Scheckter,Ian Scheckter,south-africa,,East London,
WAC,united-states-of-america,1918-07-10,1998-06-16,Fred,Frederick G. Wacker Jr.,MALE,fred-wacker,Wacker,Fred Wacker,united-states-of-america,,Chicago,
DEK,south-africa,1935-03-16,2015-07-11,Peter,Peter de Klerk,MALE,peter-de-klerk,De Klerk,Peter de Klerk,south-africa,,Pilgrim's Rest,
ROS,france,1905-11-05,1956-10-29,Louis,Louis Rosier,MALE,louis-rosier,Rosier,Louis Rosier,france,,Chapdes-Beaufort,
MAR,france,1915-03-24,2006-10-12,Eugène,Eugène Martin,MALE,eugene-martin,Martin,Eugène Martin,france,,Suresnes,
SCH,australia,1943-09-26,,Tim,Timothy Theodore Schenken,MALE,tim-schenken,Schenken,Tim Schenken,australia,,Gordon,
BRA,canada,1935-12-26,,Bill,William Brack,MALE,bill-brack,Brack,Bill Brack,canada,,Toronto,
JON,australia,1946-11-02,,Alan,Alan Stanley Jones,MALE,alan-jones,Jones,Alan Jones,australia,,Melbourne,
RAT,united-states-of-america,1926-01-06,2000-02-01,Dick,James Rathmann,MALE,dick-rathmann,Rathmann,Dick Rathmann,united-states-of-america,,Los Angeles,
BAR,italy,1961-04-20,,Paolo,Paolo Barilla,MALE,paolo-barilla,Barilla,Paolo Barilla,italy,,Milan,
KEL,united-states-of-america,1920-04-11,1961-11-19,Al,Al Keller,MALE,al-keller,Keller,Al Keller,united-states-of-america,,Alexander,
KLI,germany,1910-09-16,2003-03-18,Karl,Karl Kling,MALE,karl-kling,Kling,Karl Kling,germany,,Giessen,
ROS,brazil,1968-07-27,,Ricardo,Ricardo Rosset,MALE,ricardo-rosset,Rosset,Ricardo Rosset,brazil,,São Paulo,
LAN,germany,1909-04-06,1987-10-19,Hermann,Hermann Lang,MALE,hermann-lang,Lang,Hermann Lang,germany,,Cannstatt,
SWE,united-states-of-america,1926-05-20,1956-06-17,Bob,Robert Charles Sweikert,MALE,bob-sweikert,Sweikert,Bob Sweikert,united-states-of-america,,Los Angeles,
WAL,united-states-of-america,1910-09-07,1963-11-29,Lee,Lee Wallard,MALE,lee-wallard,Wallard,Lee Wallard,united-states-of-america,,Schenectady,
ONG,united-states-of-america,1942-05-21,2022-02-26,Danny,Danny Ongais,MALE,danny-ongais,Ongais,Danny Ongais,united-states-of-america,,Kahului,
DER,italy,1925-03-10,2008-12-11,Giovanni,Giovanni de Riu,MALE,giovanni-de-riu,De Riu,Giovanni de Riu,italy,,Macomer,
FIT,brazil,1971-01-18,,Christian,Christian Fittipaldi,MALE,christian-fittipaldi,Fittipaldi,Christian Fittipaldi,brazil,,São Paulo,
FIS,germany,1915-12-17,1991-03-08,Ludwig,Ludwig Fischer,MALE,ludwig-fischer,Fischer,Ludwig Fischer,germany,,Straubing,
THI,turkey,1920-04-05,1986-07-15,Alfonso,Alfonso Thiele,MALE,alfonso-thiele,Thiele,Alfonso Thiele,united-states-of-america,,Istanbul,italy
CEL,mexico,1996-09-18,,Alfonso,Alfonso Celis Enecoiz,MALE,alfonso-celis-jr,Celis Jr.,Alfonso Celis Jr.,mexico,,Mexico City,
MAR,argentina,1923-12-19,1954-07-31,Onofre,Onofre Agustín Marimón,MALE,onofre-marimon,Marimón,Onofre Marimón,argentina,,Zárate,
HAY,netherlands,1949-05-03,,Boy,Johan Hayje,MALE,boy-hayje,Hayje,Boy Hayje,netherlands,,Amsterdam,
BRI,united-kingdom,1937-12-02,1960-06-19,Chris,Christopher William Bristow,MALE,chris-bristow,Bristow,Chris Bristow,united-kingdom,,Lambeth,
YAM,japan,1988-07-11,,Naoki,Naoki Yamamoto,MALE,naoki-yamamoto,Yamamoto,Naoki Yamamoto,japan,,Utsunomiya,
BET,united-states-of-america,1916-09-12,1961-05-12,Tony,Melvin Eugene Bettenhausen,MALE,tony-bettenhausen,Bettenhausen,Tony Bettenhausen,united-states-of-america,,Tinley Park,
GOU,united-kingdom,1921-09-20,1968-11-04,Horace,Horace Harry Twigg,MALE,horace-gould,Gould,Horace Gould,united-kingdom,,Bristol,
HAW,united-kingdom,1929-04-10,1959-01-22,Mike,John Michael Hawthorn,MALE,mike-hawthorn,Hawthorn,Mike Hawthorn,united-kingdom,,Mexborough,
DOO,netherlands,1981-09-23,,Robert,Robert Michael Doornbos,MALE,robert-doornbos,Doornbos,Robert Doornbos,netherlands,,Rotterdam,
TSU,japan,2000-05-11,,Yuki,Yuki Tsunoda,MALE,yuki-tsunoda,Tsunoda,Yuki Tsunoda,japan,22,Sagamihara,
VEI,united-states-of-america,1924-11-01,2006-03-29,Bob,Bob Veith,MALE,bob-veith,Veith,Bob Veith,united-states-of-america,,Tulare,
FAB,france,1960-01-09,,Pascal,Pascal Fabre,MALE,pascal-fabre,Fabre,Pascal Fabre,france,,Lyon,
BAY,france,1914-02-28,1995-05-25,Élie,Élie Marcel Bayol,MALE,elie-bayol,Bayol,Élie Bayol,france,,Marseille,
GRO,france,1958-09-02,,Olivier,Olivier Grouillard,MALE,olivier-grouillard,Grouillard,Olivier Grouillard,france,,Fenouillet,
MON,france,1978-01-05,,Franck,Franck Montagny,MALE,franck-montagny,Montagny,Franck Montagny,france,,Feurs,
GAB,italy,1957-01-02,,Beppe,Giuseppe Gabbiani,MALE,beppe-gabbiani,Gabbiani,Beppe Gabbiani,italy,,Piacenza,
