id,name,firstName,lastName,fullName,abbreviation,permanentNumber,gender,dateOfBirth,dateOfDeath,placeOfBirth,countryOfBirthCountryId,nationalityCountryId,secondNationalityCountryId
anthony-davidson,Anthony Davidson,Anthony,Davidson,Anthony Denis Davidson,DAV,,MALE,1979-04-18,,Hemel Hempstead,united-kingdom,united-kingdom,
desmond-titterington,Desmond Titterington,Desmond,Titterington,Desmond Titterington,TIT,,MALE,1928-05-01,2002-04-13,Cultra,united-kingdom,united-kingdom,
alex-caffi,Alex Caffi,Alex,Caffi,Alessandro Caffi,CAF,,MALE,1964-03-18,,Rovato,italy,italy,
cal-niday,Cal Niday,Cal,Niday,Cal Niday,NID,,MALE,1914-04-29,1988-02-14,Turlock,united-states-of-america,united-states-of-america,
alan-brown,Alan Brown,Alan,Brown,Alan Everest Brown,BRO,,MALE,1919-11-20,2004-01-20,Malton,united-kingdom,united-kingdom,
chuck-stevenson,Chuck Stevenson,Chuck,Stevenson,Charles Stevenson,STE,,MALE,1919-10-15,1995-08-21,Sidney,united-states-of-america,united-states-of-america,
loris-kessel,Loris Kessel,Loris,Kessel,Loris Kessel,KES,,MALE,1950-04-01,2010-05-15,Lugano,switzerland,switzerland,
juan-manuel-bordeu,Juan Manuel Bordeu,Juan Manuel,Bordeu,Juan Manuel Bordeu,BOR,,MALE,1934-01-28,1990-11-24,Balcarce,argentina,argentina,
zsolt-baumgartner,Zsolt Baumgartner,Zsolt,Baumgartner,Zsolt Baumgartner,BAU,,MALE,1981-01-01,,Debrecen,hungary,hungary,
max-papis,Max Papis,Max,Papis,Massimiliano Papis,PAP,,MALE,1969-10-03,,Como,italy,italy,
franco-colapinto,Franco Colapinto,Franco,Colapinto,Franco Alejandro Colapinto,COL,43,MALE,2003-05-27,,Pilar,argentina,argentina,
luis-perez-sala,Luis Pérez-Sala,Luis,Pérez-Sala,Luis Pérez-Sala Valls-Taberner,PER,,MALE,1959-05-15,,Barcelona,spain,spain,
christian-klien,Christian Klien,Christian,Klien,Christian Klien,KLI,,MALE,1983-02-07,,Hohenems,austria,austria,
jose-froilan-gonzalez,José Froilán González,José Froilán,González,José Froilán González,GON,,MALE,1922-10-05,2013-06-15,Arrecifes,argentina,argentina,
johnnie-tolan,Johnnie Tolan,Johnnie,Tolan,Johnnie Tolan,TOL,,MALE,1917-10-22,1986-06-06,Victor,united-states-of-america,united-states-of-america,
heikki-kovalainen,Heikki Kovalainen,Heikki,Kovalainen,Heikki Johannes Kovalainen,KOV,,MALE,1981-10-19,,Suomussalmi,finland,finland,
jean-behra,Jean Behra,Jean,Behra,Jean Marie Behra,BEH,,MALE,1921-02-16,1959-08-01,Nice,france,france,
will-stevens,Will Stevens,Will,Stevens,William Stevens,STE,,MALE,1991-06-28,,Rochford,united-kingdom,united-kingdom,
piero-drogo,Piero Drogo,Piero,Drogo,Piero Drogo,DRO,,MALE,1926-08-08,1973-04-28,Vignale Monferrato,italy,italy,
mauro-baldi,Mauro Baldi,Mauro,Baldi,Mauro Baldi,BAL,,MALE,1954-01-31,,Reggio Emilia,italy,italy,
dries-van-der-lof,Dries van der Lof,Dries,Van der Lof,Andre van der Lof,VAN,,MALE,1919-08-23,1990-05-24,Emmen,netherlands,netherlands,
ian-raby,Ian Raby,Ian,Raby,Ian Ewart Raby,RAB,,MALE,1921-09-22,1967-11-07,Woolwich,united-kingdom,united-kingdom,
jimmy-stewart,Jimmy Stewart,Jimmy,Stewart,James Robert Stewart,STE,,MALE,1931-03-06,2008-01-03,Milton,united-kingdom,united-kingdom,
helmut-niedermayr,Helmut Niedermayr,Helmut,Niedermayr,Helmut Niedermayr,NIE,,MALE,1915-11-29,1985-04-03,Munich,germany,germany,
carl-forberg,Carl Forberg,Carl,Forberg,Carl Forberg,FOR,,MALE,1911-03-04,2000-01-17,Omaha,united-states-of-america,united-states-of-america,
oscar-gonzalez,Óscar González,Óscar,González,Óscar Mario González,GON,,MALE,1923-11-10,2006-11-05,Montevideo,uruguay,uruguay,
phil-hill,Phil Hill,Phil,Hill,"Philip Toll Hill, Jr.",HIL,,MALE,1927-04-20,2008-08-28,Miami,united-states-of-america,united-states-of-america,
kenneth-mcalpine,Kenneth McAlpine,Kenneth,McAlpine,Kenneth McAlpine,MCA,,MALE,1920-09-21,2023-04-08,Cobham,united-kingdom,united-kingdom,
alessandro-pesenti-rossi,Alessandro Pesenti-Rossi,Alessandro,Pesenti-Rossi,Alessandro Pesenti-Rossi,PES,,MALE,1942-08-31,,Bergamo,italy,italy,
bill-aston,Bill Aston,Bill,Aston,William Aston,AST,,MALE,1900-03-29,1974-03-04,Hopton,united-kingdom,united-kingdom,
jaime-alguersuari,Jaime Alguersuari,Jaime,Alguersuari,Jaime Víctor Alguersuari Escudero,ALG,,MALE,1990-03-23,,Barcelona,spain,spain,
michael-bleekemolen,Michael Bleekemolen,Michael,Bleekemolen,Michael Bleekemolen,BLE,,MALE,1949-10-02,,Amsterdam,netherlands,netherlands,
pedro-diniz,Pedro Diniz,Pedro,Diniz,Pedro Paulo Falleiros dos Santos Diniz,DIN,,MALE,1970-05-22,,São Paulo,brazil,brazil,
philippe-etancelin,Philippe Étancelin,Philippe,Étancelin,Philippe Étancelin,ETA,,MALE,1896-12-28,1981-10-13,Rouen,france,france,
juri-vips,Jüri Vips,Jüri,Vips,Jüri Vips,VIP,,MALE,2000-08-10,,Tallinn,estonia,estonia,
brausch-niemann,Brausch Niemann,Brausch,Niemann,Ambraüsus Niemann,NIE,,MALE,1939-01-07,,Durban,south-africa,south-africa,
johnny-boyd,Johnny Boyd,Johnny,Boyd,Johnny Boyd,BOY,,MALE,1926-08-19,2003-10-26,Fresno,united-states-of-america,united-states-of-america,
jim-clark,Jim Clark,Jim,Clark,"James Clark, Jr.",CLA,,MALE,1936-03-04,1968-04-07,Kilmany,united-kingdom,united-kingdom,
tom-pryce,Tom Pryce,Tom,Pryce,Thomas Maldwyn Pryce,PRY,,MALE,1949-06-11,1977-03-05,Ruthin,united-kingdom,united-kingdom,
timo-glock,Timo Glock,Timo,Glock,Timo Glock,GLO,,MALE,1982-03-18,,Lindenfels,germany,germany,
jimmy-reece,Jimmy Reece,Jimmy,Reece,Jimmy Reece,REE,,MALE,1929-11-17,1958-09-28,Oklahoma City,united-states-of-america,united-states-of-america,
jacques-villeneuve,Jacques Villeneuve,Jacques,Villeneuve,Jacques Joseph Charles Villeneuve,VIL,,MALE,1971-04-09,,Saint-Jean-sur-Richelieu,canada,canada,
phil-cade,Phil Cade,Phil,Cade,Phil Cade,CAD,,MALE,1916-06-12,2001-08-28,Charles City,united-states-of-america,united-states-of-america,
allan-mcnish,Allan McNish,Allan,McNish,Allan McNish,MCN,,MALE,1969-12-29,,Dumfries,united-kingdom,united-kingdom,
lance-macklin,Lance Macklin,Lance,Macklin,Lance Noel Macklin,MAC,,MALE,1919-09-02,2002-08-29,Kensington,united-kingdom,united-kingdom,
maurice-trintignant,Maurice Trintignant,Maurice,Trintignant,Maurice Bienvenu Jean Paul Trintignant,TRI,,MALE,1917-10-30,2005-02-13,Sainte-Cécile-les-Vignes,france,france,
marc-gene,Marc Gené,Marc,Gené,Marc Gené i Guerrero,GEN,,MALE,1974-03-29,,Sabadell,spain,spain,
max-verstappen,Max Verstappen,Max,Verstappen,Max Emilian Verstappen,VER,33,MALE,1997-09-30,,Hasselt,belgium,netherlands,
george-eaton,George Eaton,George,Eaton,George Ross Eaton,EAT,,MALE,1945-11-12,,Toronto,canada,canada,
chuck-daigh,Chuck Daigh,Chuck,Daigh,Chuck Daigh,DAI,,MALE,1923-11-29,2008-04-29,Long Beach,united-states-of-america,united-states-of-america,
heinz-harald-frentzen,Heinz-Harald Frentzen,Heinz-Harald,Frentzen,Heinz-Harald Frentzen,FRE,,MALE,1967-05-18,,Mönchengladbach,germany,germany,
yuji-ide,Yuji Ide,Yuji,Ide,Yuji Ide,IDE,,MALE,1975-01-21,,Saitama,japan,japan,
brian-naylor,Brian Naylor,Brian,Naylor,John Brian Naylor,NAY,,MALE,1923-03-24,1989-08-08,Salford,united-kingdom,united-kingdom,
gabriele-tarquini,Gabriele Tarquini,Gabriele,Tarquini,Gabriele Tarquini,TAR,,MALE,1962-03-02,,Giulianova,italy,italy,
jochen-mass,Jochen Mass,Jochen,Mass,Jochen Richard Mass,MAS,,MALE,1946-09-30,,Dorfen,germany,germany,
jack-doohan,Jack Doohan,Jack,Doohan,Jack Doohan,DOO,,MALE,2003-01-20,,Gold Coast,australia,australia,
jack-turner,Jack Turner,Jack,Turner,Jack Turner,TUR,,MALE,1920-02-12,2004-09-12,Seattle,united-states-of-america,united-states-of-america,
chuck-arnold,Chuck Arnold,Chuck,Arnold,Chuck Arnold,ARN,,MALE,1926-05-30,1997-09-04,Stamford,united-states-of-america,united-states-of-america,
mike-fisher,Mike Fisher,Mike,Fisher,Michael J. Fisher,FIS,,MALE,1943-03-13,,Hollywood,united-states-of-america,united-states-of-america,
paul-frere,Paul Frère,Paul,Frère,Paul Frère,FRE,,MALE,1917-01-30,2008-02-23,Le Havre,france,belgium,
alan-rollinson,Alan Rollinson,Alan,Rollinson,Alan Rollinson,ROL,,MALE,1943-05-15,2019-06-02,Walsall,united-kingdom,united-kingdom,
esteban-ocon,Esteban Ocon,Esteban,Ocon,Esteban Ocon,OCO,31,MALE,1996-09-17,,Évreux,france,france,
robert-la-caze,Robert La Caze,Robert,La Caze,Robert La Caze,LAC,,MALE,1917-02-26,2015-07-01,Paris,france,morocco,
lucas-di-grassi,Lucas di Grassi,Lucas,Di Grassi,Lucas Tucci di Grassi,DIG,,MALE,1984-08-11,,São Paulo,brazil,brazil,
reine-wisell,Reine Wisell,Reine,Wisell,Reine Wisell,WIS,,MALE,1941-09-30,2022-03-20,Motala,sweden,sweden,
johnny-mcdowell,Johnny McDowell,Johnny,McDowell,Johnny McDowell,MCD,,MALE,1915-01-29,1952-06-08,Delavan,united-states-of-america,united-states-of-america,
brian-henton,Brian Henton,Brian,Henton,Brian Henton,HEN,,MALE,1946-09-19,,Chaddesden,united-kingdom,united-kingdom,
mario-andretti,Mario Andretti,Mario,Andretti,Mario Gabriele Andretti,AND,,MALE,1940-02-28,,Montona,croatia,united-states-of-america,
olivier-panis,Olivier Panis,Olivier,Panis,Olivier Panis,PAN,,MALE,1966-09-02,,Oullins,france,france,
jean-pierre-jarier,Jean-Pierre Jarier,Jean-Pierre,Jarier,Jean-Pierre Jacques Jarier,JAR,,MALE,1946-07-10,,Charenton-le-Pont,france,france,
kimi-raikkonen,Kimi Räikkönen,Kimi,Räikkönen,Kimi-Matias Räikkönen,RAI,7,MALE,1979-10-17,,Espoo,finland,finland,
gianmaria-bruni,Gianmaria Bruni,Gianmaria,Bruni,Gianmaria Bruni,BRU,,MALE,1981-05-30,,Rome,italy,italy,
tom-belso,Tom Belsø,Tom,Belsø,Tom Belsø,BEL,,MALE,1942-08-27,2020-01-12,Gladsaxe,denmark,denmark,
jerry-hoyt,Jerry Hoyt,Jerry,Hoyt,Gerald F. Hoyt,HOY,,MALE,1929-01-29,1955-07-10,Chicago,united-states-of-america,united-states-of-america,
vitantonio-liuzzi,Vitantonio Liuzzi,Vitantonio,Liuzzi,Vitantonio Liuzzi,LIU,,MALE,1980-08-06,,Locorotondo,italy,italy,
ricardo-zonta,Ricardo Zonta,Ricardo,Zonta,Ricardo Luiz Zonta,ZON,,MALE,1976-03-23,,Curitiba,brazil,brazil,
norberto-fontana,Norberto Fontana,Norberto,Fontana,Norberto Edgardo Fontana,FON,,MALE,1975-01-20,,Arrecifes,argentina,argentina,
johnny-herbert,Johnny Herbert,Johnny,Herbert,John Paul Herbert,HER,,MALE,1964-06-25,,Brentwood,united-kingdom,united-kingdom,
hans-herrmann,Hans Herrmann,Hans,Herrmann,Hans Herrmann,HER,,MALE,1928-02-23,,Stuttgart,germany,germany,
paul-di-resta,Paul di Resta,Paul,Di Resta,Paul di Resta,DIR,,MALE,1986-04-16,,Uphall,united-kingdom,united-kingdom,
eddie-russo,Eddie Russo,Eddie,Russo,Eddie Russo,RUS,,MALE,1923-11-19,2012-10-14,Chicago,united-states-of-america,united-states-of-america,
jules-bianchi,Jules Bianchi,Jules,Bianchi,Jules Lucien André Bianchi,BIA,17,MALE,1989-08-03,2015-07-17,Nice,france,france,
adrian-campos,Adrián Campos,Adrián,Campos,Adrián Campos Suñer,CAM,,MALE,1960-06-17,2021-01-27,Alzira,spain,spain,
alberto-crespo,Alberto Crespo,Alberto,Crespo,Alberto Augusto Crespo,CRE,,MALE,1920-01-16,1991-08-14,Buenos Aires,argentina,argentina,
pedro-chaves,Pedro Chaves,Pedro,Chaves,Pedro António Matos Chaves,CHA,,MALE,1965-02-27,,Porto,portugal,portugal,
david-walker,David Walker,David,Walker,David Walker,WAL,,MALE,1941-06-10,2024-05-24,Sydney,australia,australia,
duncan-hamilton,Duncan Hamilton,Duncan,Hamilton,James Duncan Hamilton,HAM,,MALE,1920-04-30,1994-05-13,Cork,ireland,united-kingdom,
david-murray,David Murray,David,Murray,David Murray,MUR,,MALE,1909-12-28,1973-04-05,Edinburgh,united-kingdom,united-kingdom,
nico-rosberg,Nico Rosberg,Nico,Rosberg,Nico Erik Rosberg,ROS,,MALE,1985-06-27,,Wiesbaden,germany,germany,
david-prophet,David Prophet,David,Prophet,David Prophet,PRO,,MALE,1937-10-09,1981-03-29,Hong Kong,hong-kong,united-kingdom,
stoffel-vandoorne,Stoffel Vandoorne,Stoffel,Vandoorne,Stoffel Vandoorne,VAN,,MALE,1992-03-26,,Kortrijk,belgium,belgium,
carlos-menditeguy,Carlos Menditéguy,Carlos,Menditéguy,Carlos Alberto Menditéguy,MEN,,MALE,1914-08-10,1973-04-27,Buenos Aires,argentina,argentina,
kenny-acheson,Kenny Acheson,Kenny,Acheson,Kenneth Henry Acheson,ACH,,MALE,1957-11-27,,Cookstown,united-kingdom,united-kingdom,
jacques-pollet,Jacques Pollet,Jacques,Pollet,Jacques Pollet,POL,,MALE,1922-07-02,1997-08-16,Roubaix,france,france,
duane-carter,Duane Carter,Duane,Carter,Duane Carter,CAR,,MALE,1913-05-05,1993-05-07,Fresno,united-states-of-america,united-states-of-america,
colin-davis,Colin Davis,Colin,Davis,Colin Charles Houghton Davis,DAV,,MALE,1933-07-29,2012-12-19,Marylebone,united-kingdom,united-kingdom,
alain-prost,Alain Prost,Alain,Prost,Alain Marie Pascal Prost,PRO,,MALE,1955-02-24,,Lorette,france,france,
mikko-kozarowitzky,Mikko Kozarowitzky,Mikko,Kozarowitzky,Michael Kozarowitzky,KOZ,,MALE,1948-05-17,,Helsinki,finland,finland,
adderly-fong,Adderly Fong,Adderly,Fong,Adderly Fong Cheun-yue,FON,,MALE,1990-03-02,,Vancouver,canada,hong-kong,
ignazio-giunti,Ignazio Giunti,Ignazio,Giunti,Ignazio Giunti,GIU,,MALE,1941-08-30,1971-01-10,Rome,italy,italy,
hans-heyer,Hans Heyer,Hans,Heyer,Hans Heyer,HEY,,MALE,1943-03-16,,Mönchengladbach,germany,germany,
giacomo-russo,Giacomo Russo,Giacomo,Russo,Giacomo Russo,RUS,,MALE,1937-10-23,1967-06-18,Milan,italy,italy,
alan-rees,Alan Rees,Alan,Rees,Alan Rees,REE,,MALE,1938-01-12,,Langstone,united-kingdom,united-kingdom,
tony-marsh,Tony Marsh,Tony,Marsh,Anthony Ernest Marsh,MAR,,MALE,1931-07-20,2009-05-07,Stourbridge,united-kingdom,united-kingdom,
bobby-grim,Bobby Grim,Bobby,Grim,Robert Grim,GRI,,MALE,1924-09-04,1995-06-14,Coal City,united-states-of-america,united-states-of-america,
isack-hadjar,Isack Hadjar,Isack,Hadjar,Isack Alexandre Hadjar,HAD,,MALE,2004-09-28,,Paris,france,france,
innes-ireland,Innes Ireland,Innes,Ireland,Robert McGregor Innes Ireland,IRE,,MALE,1930-06-12,1993-10-22,Mytholmroyd,united-kingdom,united-kingdom,
al-pease,Al Pease,Al,Pease,Al Pease,PEA,,MALE,1921-10-15,2014-05-04,Darlington,united-kingdom,canada,
dan-gurney,Dan Gurney,Dan,Gurney,Daniel Sexton Gurney,GUR,,MALE,1931-04-13,2018-01-14,Port Jefferson,united-states-of-america,united-states-of-america,
stefan-bellof,Stefan Bellof,Stefan,Bellof,Stefan Bellof,BEL,,MALE,1957-11-20,1985-09-01,Gießen,germany,germany,
fairuz-fauzy,Fairuz Fauzy,Fairuz,Fauzy,Mohamed Fairuz Fauzy,FAU,,MALE,1982-10-24,,Kuala Lumpur,malaysia,malaysia,
bayliss-levrett,Bayliss Levrett,Bayliss,Levrett,Bayliss Levrett,LEV,,MALE,1914-02-14,2002-03-13,Jacksonville,united-states-of-america,united-states-of-america,
jud-larson,Jud Larson,Jud,Larson,Eugene Wesley Larson,LAR,,MALE,1923-01-21,1966-06-11,Grand Prairie,united-states-of-america,united-states-of-america,
ben-pon,Ben Pon,Ben,Pon,Bernardus Marinus Pon,PON,,MALE,1936-12-09,2019-09-30,Leiden,netherlands,netherlands,
chris-lawrence,Chris Lawrence,Chris,Lawrence,Christopher J. Lawrence,LAW,,MALE,1933-07-27,2011-08-13,Ealing,united-kingdom,united-kingdom,
derek-warwick,Derek Warwick,Derek,Warwick,Derek Stanley Arthur Warwick,WAR,,MALE,1954-08-27,,New Alresford,united-kingdom,united-kingdom,
ernst-loof,Ernst Loof,Ernst,Loof,Ernst Loof,LOO,,MALE,1907-07-04,1956-03-03,Neindorf,germany,germany,
john-rhodes,John Rhodes,John,Rhodes,John Rhodes,RHO,,MALE,1927-08-18,,Wolverhampton,united-kingdom,united-kingdom,
helmut-marko,Helmut Marko,Helmut,Marko,Helmut Marko,MAR,,MALE,1943-04-27,,Graz,austria,austria,
jim-rigsby,Jim Rigsby,Jim,Rigsby,Jim Rigsby,RIG,,MALE,1923-06-06,1952-08-31,Spadra,united-states-of-america,united-states-of-america,
ted-whiteaway,Ted Whiteaway,Ted,Whiteaway,Edward N. Whiteaway,WHI,,MALE,1928-11-01,1995-10-18,Feltham,united-kingdom,united-kingdom,
nicola-larini,Nicola Larini,Nicola,Larini,Nicola Larini,LAR,,MALE,1964-03-19,,Lido di Camaiore,italy,italy,
ian-scheckter,Ian Scheckter,Ian,Scheckter,Ian Scheckter,SCH,,MALE,1947-08-22,,East London,south-africa,south-africa,
fred-wacker,Fred Wacker,Fred,Wacker,Frederick G. Wacker Jr.,WAC,,MALE,1918-07-10,1998-06-16,Chicago,united-states-of-america,united-states-of-america,
peter-de-klerk,Peter de Klerk,Peter,De Klerk,Peter de Klerk,DEK,,MALE,1935-03-16,2015-07-11,Pilgrim's Rest,south-africa,south-africa,
louis-rosier,Louis Rosier,Louis,Rosier,Louis Rosier,ROS,,MALE,1905-11-05,1956-10-29,Chapdes-Beaufort,france,france,
eugene-martin,Eugène Martin,Eugène,Martin,Eugène Martin,MAR,,MALE,1915-03-24,2006-10-12,Suresnes,france,france,
tim-schenken,Tim Schenken,Tim,Schenken,Timothy Theodore Schenken,SCH,,MALE,1943-09-26,,Gordon,australia,australia,
bill-brack,Bill Brack,Bill,Brack,William Brack,BRA,,MALE,1935-12-26,,Toronto,canada,canada,
alan-jones,Alan Jones,Alan,Jones,Alan Stanley Jones,JON,,MALE,1946-11-02,,Melbourne,australia,australia,
dick-rathmann,Dick Rathmann,Dick,Rathmann,James Rathmann,RAT,,MALE,1926-01-06,2000-02-01,Los Angeles,united-states-of-america,united-states-of-america,
paolo-barilla,Paolo Barilla,Paolo,Barilla,Paolo Barilla,BAR,,MALE,1961-04-20,,Milan,italy,italy,
al-keller,Al Keller,Al,Keller,Al Keller,KEL,,MALE,1920-04-11,1961-11-19,Alexander,united-states-of-america,united-states-of-america,
karl-kling,Karl Kling,Karl,Kling,Karl Kling,KLI,,MALE,1910-09-16,2003-03-18,Giessen,germany,germany,
ricardo-rosset,Ricardo Rosset,Ricardo,Rosset,Ricardo Rosset,ROS,,MALE,1968-07-27,,São Paulo,brazil,brazil,
hermann-lang,Hermann Lang,Hermann,Lang,Hermann Lang,LAN,,MALE,1909-04-06,1987-10-19,Cannstatt,germany,germany,
bob-sweikert,Bob Sweikert,Bob,Sweikert,Robert Charles Sweikert,SWE,,MALE,1926-05-20,1956-06-17,Los Angeles,united-states-of-america,united-states-of-america,
lee-wallard,Lee Wallard,Lee,Wallard,Lee Wallard,WAL,,MALE,1910-09-07,1963-11-29,Schenectady,united-states-of-america,united-states-of-america,
danny-ongais,Danny Ongais,Danny,Ongais,Danny Ongais,ONG,,MALE,1942-05-21,2022-02-26,Kahului,united-states-of-america,united-states-of-america,
giovanni-de-riu,Giovanni de Riu,Giovanni,De Riu,Giovanni de Riu,DER,,MALE,1925-03-10,2008-12-11,Macomer,italy,italy,
christian-fittipaldi,Christian Fittipaldi,Christian,Fittipaldi,Christian Fittipaldi,FIT,,MALE,1971-01-18,,São Paulo,brazil,brazil,
ludwig-fischer,Ludwig Fischer,Ludwig,Fischer,Ludwig Fischer,FIS,,MALE,1915-12-17,1991-03-08,Straubing,germany,germany,
alfonso-thiele,Alfonso Thiele,Alfonso,Thiele,Alfonso Thiele,THI,,MALE,1920-04-05,1986-07-15,Istanbul,turkey,united-states-of-america,italy
alfonso-celis-jr,Alfonso Celis Jr.,Alfonso,Celis Jr.,Alfonso Celis Enecoiz,CEL,,MALE,1996-09-18,,Mexico City,mexico,mexico,
onofre-marimon,Onofre Marimón,Onofre,Marimón,Onofre Agustín Marimón,MAR,,MALE,1923-12-19,1954-07-31,Zárate,argentina,argentina,
boy-hayje,Boy Hayje,Boy,Hayje,Johan Hayje,HAY,,MALE,1949-05-03,,Amsterdam,netherlands,netherlands,
chris-bristow,Chris Bristow,Chris,Bristow,Christopher William Bristow,BRI,,MALE,1937-12-02,1960-06-19,Lambeth,united-kingdom,united-kingdom,
naoki-yamamoto,Naoki Yamamoto,Naoki,Yamamoto,Naoki Yamamoto,YAM,,MALE,1988-07-11,,Utsunomiya,japan,japan,
tony-bettenhausen,Tony Bettenhausen,Tony,Bettenhausen,Melvin Eugene Bettenhausen,BET,,MALE,1916-09-12,1961-05-12,Tinley Park,united-states-of-america,united-states-of-america,
horace-gould,Horace Gould,Horace,Gould,Horace Harry Twigg,GOU,,MALE,1921-09-20,1968-11-04,Bristol,united-kingdom,united-kingdom,
mike-hawthorn,Mike Hawthorn,Mike,Hawthorn,John Michael Hawthorn,HAW,,MALE,1929-04-10,1959-01-22,Mexborough,united-kingdom,united-kingdom,
robert-doornbos,Robert Doornbos,Robert,Doornbos,Robert Michael Doornbos,DOO,,MALE,1981-09-23,,Rotterdam,netherlands,netherlands,
yuki-tsunoda,Yuki Tsunoda,Yuki,Tsunoda,Yuki Tsunoda,TSU,22,MALE,2000-05-11,,Sagamihara,japan,japan,
bob-veith,Bob Veith,Bob,Veith,Bob Veith,VEI,,MALE,1924-11-01,2006-03-29,Tulare,united-states-of-america,united-states-of-america,
pascal-fabre,Pascal Fabre,Pascal,Fabre,Pascal Fabre,FAB,,MALE,1960-01-09,,Lyon,france,france,
elie-bayol,Élie Bayol,Élie,Bayol,Élie Marcel Bayol,BAY,,MALE,1914-02-28,1995-05-25,Marseille,france,france,
olivier-grouillard,Olivier Grouillard,Olivier,Grouillard,Olivier Grouillard,GRO,,MALE,1958-09-02,,Fenouillet,france,france,
franck-montagny,Franck Montagny,Franck,Montagny,Franck Montagny,MON,,MALE,1978-01-05,,Feurs,france,france,
beppe-gabbiani,Beppe Gabbiani,Beppe,Gabbiani,Giuseppe Gabbiani,GAB,,MALE,1957-01-02,,Piacenza,italy,italy,
